UN,Data da Verificação,Hidrômetro No,Ano de Inst.,Qn,Qt ,Qmín,Status,REP P/N
MTS,19/06/19,A07F203769,14/06/16,"1,56","1,4",32,RP1,N
MTS,19/06/19,A16F238863,25/01/17,"0,06","1,2","9,8",AP,
MTS,19/06/19,A18N445373,21/01/19,"0,54",0,"0,6",AP,
MTS,19/06/19,A05F107946,20/12/16,2,"0,4","13,4",RP1,N
MTS,19/06/19,A11F225002,05/03/12,"2,66","2,8","33,2",RP1,N
MTS,19/06/19,A07F347482,23/04/08,"0,16",0,19,RP1,N
MTS,19/06/19,A12F288306,25/02/13,"2,14","2,6",37,RP1,N
MTS,19/06/19,A07S302520,02/08/07,"3,2","6,6","34,6",RP1,N
MTS,19/06/19,A16F241984,15/02/17,"1,1",1,43,RP1,N
MTL,19/06/19,A19N065125,15/04/19,"0,46",0,1,AP,
MTL,19/06/19,A14F028233,22/04/14,"1,06",6,"99,4",RP1,N
MTL,19/06/19,A18N438420,23/01/19,"1,7","1,4",1,AP,
MTL,19/06/19,A17F000772,15/03/17,"1,1","0,4",40,RP1,N
MTL,19/06/19,A18N138526,22/05/18,"3,2","2,4","3,4",AP,
MTN,19/06/19,A04S260051,08/07/13,"0,06",0,17,RP1,N
MTN,19/06/19,A08F233799,14/10/16,"0,2",2,"3,6",AP,
MTN,19/06/19,A08F356996,19/02/14,"2,86","0,8","14,2",RP1,N
MTN,19/06/19,A15F162481,05/11/15,"1,14","1,6","10,6",RP1,N
MTN,19/06/19,A10F511713,05/06/17,"1,34","0,6",13,RP1,N
MTN,19/06/19,A18N379410,19/12/18,"1,06",0,0,AP,
MTN,19/06/19,A19N077077,18/04/19,"1,32","0,6","0,2",AP,
MTO,19/06/19,A09F313000,24/08/15,"0,3",1,"2,6",AP,
MTO,19/06/19,A08F498680,26/01/09,"0,36","3,4","99,6",RP1,N
MTO,19/06/19,A12F354244,14/03/13,"0,1","2,4",14,RP1,N
MTO,19/06/19,A08F403633,18/08/08,,,,RP1,N
MTO,19/06/19,A12F270460,24/01/13,"6,1","3,4","7,6",RP1,N
MTO,19/06/19,A17F028338,10/06/17,,,,RP1,N
MTS,24/06/19,E16S004980,05/02/19,"0,32","0,4",2,AP,
MTS,24/06/19,B17S015842,11/04/19,"0,48",1,"3,2",AP,
MTS,24/06/19,A18N193104,05/07/18,"0,2","0,4","0,6",AP,
MTS,24/06/19,A18N321895,31/10/18,"0,5","0,4","0,4",AP,
MTS,24/06/19,A18N446775,14/01/19,"0,4",1,"0,4",AP,
MTS,24/06/19,A19N072772,18/04/19,"2,22","2,4","2,4",AP,
MTS,24/06/19,A13F241595,28/02/14,"1,96",3,"55,6",RP1,N
MTS,24/06/19,A19N073525,17/04/19,"0,88","0,2","0,4",AP,
MTS,24/06/19,A07F306440,23/09/16,"1,56",1,34,RP1,N
MTS,24/06/19,A19N051508,14/02/19,"0,38","0,2","0,8",AP,
MTS,24/06/19,A10F204505,04/10/10,"0,36","3,4",99,RP1,N
MTS,24/06/19,A10F097074,14/07/10,"1,46",2,"23,4",RP1,N
MTO,24/06/19,A08F438559,14/10/08,"1,6",1,"66,4",RP1,N
MTO,24/06/19,A17N306385,10/03/18,"0,2",0,9,AP,
MTO,24/06/19,A18N055064,28/05/18,"0,74",1,"2,6",AP,
MTO,24/06/19,A18N055499,01/06/18,"0,84",0,"1,6",AP,
MTS,24/06/19,A08F347966,22/07/08,"1,9","0,4",7,AP,
MTS,24/06/19,A14L158771,01/08/16,"0,76",2,4,AP,
MTS,24/06/19,A17F064992,07/08/17,"0,2","0,4","21,4",RP1,N
MTS,24/06/19,A18N385380,20/12/18,"0,3","1,4",3,AP,
BME,24/06/19,A18N038296,06/04/18,"0,24","0,6","2,4",AP,
BME,24/06/19,A09F246341,27/09/18,"0,44","0,6","52,4",RP1,N
MTS,24/06/19,A15S128330,01/03/19,"1,1",1,"2,6",AP,
BME,24/06/19,A11F047606,12/09/12,"0,2",3,100,RP1,N
BME,24/06/19,A11F049672,25/10/12,"0,1",1,20,RP1,N
MTS,25/06/19,E12L003541,06/09/16,,,,RP1,N
MTN,25/06/19,A08F420473,12/11/18,"0,24",1,"14,6",RP1,N
MTN,25/06/19,A15F262053,28/03/16,"0,76","1,8","99,4",RP1,N
MTN,25/06/19,A03S019373,25/05/11,"2,52","4,2","20,8",RP1,N
MTN,25/06/19,A17N304201,14/03/18,"0,36",,"2,6",AP,
MTN,25/06/19,A18N380296,28/12/18,"4,68","2,8","3,4",AP,
MTO,25/06/19,A06F521312,13/06/11,"1,5","2,4","41,2",RP1,N
MTS,25/06/19,A13F203491,09/01/14,"0,36","1,4",10,AP,
MTS,25/06/19,A17N281409,09/01/18,"1,46",0,"2,6",AP,
MTS,25/06/19,A14F440793,31/12/14,"1,84","0,6","18,8",RP1,N
MTS,25/06/19,A19N102917,04/05/19,"0,96","0,4","0,8",AP,
MTO,25/06/19,A08F214457,02/12/15,"0,6",0,6,AP,
MTO,25/06/19,A06F409867,25/11/16,"1,66",1,100,RP1,N
MTO,25/06/19,A04L198797,21/05/09,"0,46",0,15,RP1,N
MTO,25/06/19,A18N186482,05/12/18,"0,4",0,"4,8",AP,
MTO,25/06/19,A07F295830,17/04/17,"0,4",0,16,RP1,N
MTO,25/06/19,A14F442082,27/03/15,"1,2",0,11,RP1,N
MTO,25/06/19,A09F118352,11/07/17,"1,04","1,2","13,4",RP1,N
MTO,25/06/19,A09F091790,02/06/09,"1,4",2,"49,6",RP1,N
MTS,25/06/19,A18N191261,11/08/18,"1,06","0,4","1,6",AP,
MTS,25/06/19,A10F004575,06/10/16,"1,48","1,4",11,RP1,N
MTS,25/06/19,A17F030316,07/06/17,"0,5",1,"28,6",RP1,N
MTS,25/06/19,A19N117998,14/05/19,"0,94","0,4","0,6",AP,
MTS,25/06/19,A19N074575,02/04/19,"1,3","0,2",2,AP,
MTS,25/06/19,A08F286951,29/07/08,"1,24",1,"5,2",AP,
MTS,25/06/19,A10F061794,17/10/14,"0,36",0,"1,4",AP,
MTS,25/06/19,A13F242562,20/03/14,"0,24","0,8","37,6",RP1,N
MTS,25/06/19,A18N455482,08/03/19,"1,64",2,"2,2",AP,
MTS,25/06/19,A19N048590,08/03/19,"0,18","1,4","0,6",AP,
MTO,25/06/19,A13F238107,06/01/14,"0,3","2,4","19,6",RP1,N
MTO,25/06/19,A18N188977,26/07/18,"0,96","1,2",2,AP,
MTS,25/06/19,A17F094030,19/12/17,"0,06","0,6",7,AP,
MTS,25/06/19,A18N385075,27/12/18,"0,06","1,6","3,4",AP,
MTO,25/06/19,A08F222666,03/10/14,"1,64",3,13,RP1,N
MTS,25/06/19,A18N229082,14/08/18,"0,18",1,"2,4",AP,
MTS,25/06/19,A08F472965,27/02/18,"1,32","1,4",22,RP1,N
MTL,26/06/19,D10S003707,01/06/18,,,,RP1,N
MTL,26/06/19,E12L002773,24/08/15,,,,RP1,N
MTL,26/06/19,C15L005935,17/07/18,,,,RP1,N
MTL,26/06/19,A08F060079,15/05/08,,,,RP1,N
BME,26/06/19,A19N129975,23/05/19,"2,36","1,8","0,8",AP,
MTL,26/06/19,A14F245998,07/10/14,"0,96","0,8","1,6",AP,
BME,26/06/19,A18N028060,18/07/18,"3,64","7,6","2,6",RP1,P
MTL,26/06/19,A05F321192,08/08/16,"0,56","4,4",73,RP1,N
BME,26/06/19,A11F301640,11/09/12,"0,4",3,55,RP1,N
MTO,26/06/19,A18N441789,08/02/19,"0,6","0,8","0,6",AP,
MTO,26/06/19,A11N316973,10/09/11,"0,35","0,5","1,5",AP,
MTO,26/06/19,A07F261283,21/05/16,"1,5","0,8","13,2",RP1,N
MTO,26/06/19,A09F097982,26/05/09,"2,96","4,6","43,4",RP1,N
MTO,26/06/19,A04L446475,19/12/08,"3,26","3,4",74,RP1,N
MTO,26/06/19,A04L313176,03/08/12,"0,56","0,4","0,4",AP,
MTO,26/06/19,A13F272898,23/01/14,"2,04",0,10,AP,
MTO,26/06/19,A19N121882,18/05/19,"1,02","0,6","1,6",AP,
MTO,26/06/19,A12F247612,12/01/15,"0,1","0,6","56,4",RP1,N
MTL,26/06/19,A19N124929,16/05/19,1,"1,4",3,AP,
MTL,26/06/19,A18N287125,06/12/18,"0,06","1,4",1,AP,
MTL,26/06/19,A18N287718,06/12/18,"0,14","0,4",3,AP,
MTL,26/06/19,A18N376734,09/03/19,"0,2","0,8","0,6",AP,
MTL,26/06/19,A07S359544,13/11/17,"0,24","0,8","2,8",AP,
MTL,26/06/19,A13F290619,22/01/14,"1,9",4,"99,4",RP1,N
MTO,26/06/19,A13F268772,01/04/14,"1,36",1,"58,4",RP1,N
MTO,26/06/19,A08F234201,02/06/08,"6,3",0,"8,6",RP1,N
MTO,26/06/19,A06F387693,23/05/16,"0,6",0,"7,6",AP,
MTO,26/06/19,A17F027090,29/05/17,"1,66","0,6",7,AP,
MTO,26/06/19,A19N055667,24/03/19,"1,26","1,8",2,AP,
MTO,26/06/19,A10F021068,06/10/16,"1,86","1,4",3,AP,
MTO,26/06/19,A19N106676,02/05/19,"0,64","0,4","0,6",AP,
MTL,26/06/19,A17F071724,11/09/17,"1,4",0,7,AP,
MTL,26/06/19,A18N378198,06/02/19,"0,6","1,6","2,4",AP,
MTL,26/06/19,A14F073760,13/05/14,"1,42","2,4","41,6",RP1,N
MTL,26/06/19,A08F215621,10/05/17,"0,74",1,6,AP,
MTL,26/06/19,A12F139476,10/08/16,"0,34","1,6","18,4",RP1,N
MTL,26/06/19,A16F147436,16/09/16,"1,4",1,51,RP1,N
MTL,26/06/19,A09F272106,06/10/16,"0,94","0,6",6,AP,
MTL,26/06/19,A07S137531,20/04/18,"1,94",2,"6,6",AP,
MTL,26/06/19,A18N137372,18/07/18,0,"0,4",8,AP,
BME,26/06/19,A08F240376,27/10/16,"1,74","2,6","26,2",RP1,N
BME,26/06/19,A06S518106,20/02/15,"0,1","1,4","3,4",AP,
MTL,27/06/19,E08S003642,20/01/16,"3,28",6,7,RP1,N
MTS,27/06/19,A08F475724,20/06/18,"0,46","0,4","5,6",AP,
MTS,27/06/19,A07S641760,21/11/16,"0,86","0,6",1,AP,
MTS,27/06/19,A18N455533,07/02/19,"1,44","0,4",0,AP,
MTS,27/06/19,A17N309782,13/03/18,"0,16",1,1,AP,
MTS,27/06/19,A19N051059,12/02/19,"1,3","0,6",0,AP,
MTS,27/06/19,A18N192732,05/07/18,"0,54","1,4","4,6",AP,
MTL,27/06/19,A18N286073,11/10/18,"0,26","2,6","7,4",AP,
MTL,27/06/19,A16F261478,01/02/17,"0,14",2,"51,6",RP1,N
MTL,27/06/19,A17N313695,02/04/18,"0,12",0,2,AP,
MTL,27/06/19,A18N176242,20/11/18,"0,3",1,10,AP,
MTL,27/06/19,A12F350971,26/07/13,"0,44","0,4",9,AP,
MTL,27/06/19,A19N062123,19/02/19,"0,74",1,2,AP,
MTL,27/06/19,A13F261761,31/01/14,,,,RP1,N
MTO,27/06/19,A11F197369,26/08/13,"0,14","2,6",29,RP1,N
MTO,27/06/19,A01S684866,15/10/08,"4,94",6,"18,2",RP2,N
MTO,27/06/19,A16F132762,17/08/16,100,100,100,RP3,N
MTO,27/06/19,A13F219662,21/11/13,"0,5","1,6",18,RP1,N
MTN,27/06/19,A07S267785,02/02/13,"1,02","0,6","2,6",AP,
MTN,27/06/19,A19N077833,24/04/19,"0,16","0,6",0,AP,
MTN,27/06/19,A15F021233,30/04/15,"1,06","2,4",100,RP1,N
MTN,27/06/19,A06S703238,29/08/13,"1,42","0,8","7,6",AP,
MTO,27/06/19,A18N186771,06/12/18,"0,06","0,8",2,AP,
MTO,27/06/19,A15F125228,17/06/15,"5,8","3,6",14,RP2,N
MTO,27/06/19,A14F404299,26/11/14,1,1,19,RP1,N
MTO,27/06/19,A17N306279,20/02/18,"0,3",1,"6,4",AP,
MTO,27/06/19,A04S065704,07/11/11,"5,4",4,"4,4",RP1,N
MTO,27/06/19,A19N075783,10/04/19,"0,1","1,6",0,AP,
MTL,28/06/19,A06F269846,06/12/16,2,0,29,RP1,N
MTL,28/06/19,E08S003767,18/10/17,"0,12","1,2",1,AP,
MTL,28/06/19,D09S004437,10/05/16,"0,46","4,8","2,2",AP,
MTL,28/06/19,C09S012762,11/08/18,"1,42","3,6","3,2",AP,
MTL,28/06/19,F07L000542,28/06/16,,,,RP1,N
MTL,28/06/19,E04S002041,19/10/12,,,,RP1,N
MTN,28/06/19,A18N379171,18/12/18,"1,2",0,"0,8",AP,
MTN,28/06/19,A19N108142,30/04/19,"0,56","0,44","0,6",AP,
MTN,28/06/19,A18N450180,14/02/19,"0,66","0,2","1,6",AP,
MTN,28/06/19,A18N451352,08/02/19,"0,12","1,2",1,AP,
MTN,28/06/19,A14F405093,30/12/14,"1,42","1,8","39,4",RP1,N
MTN,28/06/19,A18N449561,25/02/19,"0,2","1,2","0,6",AP,
MTN,28/06/19,A19N107630,26/04/19,"0,64","0,6","4,2",AP,
MTN,28/06/19,A02L530180,21/08/09,"6,86","7,4","28,2",RP3,N
MTL,28/06/19,A18N438036,11/02/19,"0,1","1,4","5,4",AP,
MTL,28/06/19,A09F177146,13/08/09,"1,08","2,4",42,RP1,N
MTL,28/06/19,A19N079061,20/03/19,"0,06","1,2","0,8",AP,
MTL,28/06/19,A18N181667,18/08/18,"0,54",1,"3,2",AP,
MTL,28/06/19,A10F507478,15/07/11,,,,RP1,N
MTS,28/06/19,A08F501270,14/12/17,"0,84","0,8","3,6",AP,
MTS,28/06/19,A14F376940,27/10/14,"0,12","0,8","19,2",RP1,N
MTS,28/06/19,A14F289269,19/08/14,"2,1","1,2","25,8",RP1,N
MTS,28/06/19,A10F060111,15/10/14,"0,14","1,4","24,8",RP1,N
MTS,28/06/19,A14F403582,05/12/14,"1,2",1,14,RP1,N
MTS,28/06/19,A09F116157,21/06/18,"0,06","0,4","20,6",RP1,N
MTS,28/06/19,A08F222737,22/06/17,"2,06","0,8",1,AP,
MTS,28/06/19,A18N228798,21/08/18,"0,54","0,6",6,AP,
MTS,28/06/19,A14F377097,27/10/14,"1,3","1,4","44,6",RP1,N
MTS,28/06/19,A18F276345,23/02/17,"0,28",0,"3,2",AP,
MTO,28/06/19,A09F250918,09/11/09,1,"0,4","17,6",RP1,N
MTO,28/06/19,A18N188253,18/12/18,"0,84",0,0,AP,
MTO,28/06/19,A12F142828,27/06/12,"1,14","1,6",11,RP1,N
MTO,28/06/19,A09F274492,21/12/16,"1,34",0,"6,6",AP,
MTO,28/06/19,A18N187887,05/11/18,"0,48","0,6","0,6",AP,
MTN,28/06/19,A18N450509,11/02/19,"1,1","1,6",1,AP,
MTN,28/06/19,A18N449456,11/02/19,"1,14","1,2","1,4",AP,
MTN,28/06/19,A18N439061,28/01/19,"2,14",2,2,AP,
