,CVProcessado,vidaInstalacao,vidaHidrometro,hid_imo_qtd_pontos_utilizacao,QtdMedicoes,QtdOcorrencias,qtd_instalacao,variacaoTendencia,bhc_dsc_status,IDHidrometro
1309,1.6859560838487657,11.0,12.0,14.0,25.0,6.0,1.0,1.619718309859155,0,A07F306537
1310,0.2765245660727739,4.0,4.0,4.0,25.0,0.0,1.0,0.43956043956043955,0,A15F162242
1314,0.3069059952192317,4.0,5.0,8.0,25.0,0.0,1.0,0.29885057471264376,0,A14F460229
1315,0.1462979547282512,0.0,9.0,1.0,3.0,1.0,2.0,0.0,1,A10F089029
1316,0.29304254627621273,0.0,100.0,17.0,4.0,0.0,1.0,0.0,1,A19N058877
1317,0.7474217720908061,1.0,1.0,6.0,13.0,0.0,1.0,0.6464646464646464,1,A18N058341
1318,0.24445196812105946,0.0,1.0,8.0,5.0,0.0,1.0,0.0,1,A18N456766
1321,0.6138876049103992,3.0,4.0,3.0,25.0,0.0,1.0,1.8852459016393444,1,A15F145518
1323,0.4191759947292379,2.0,2.0,5.0,24.0,0.0,1.0,-0.09459459459459463,0,A17F015334
1324,0.7758696119669398,8.0,8.0,1.0,25.0,0.0,1.0,2.8378378378378377,1,A11N237905
1325,0.2764293290612238,10.0,10.0,2.0,24.0,0.0,1.0,0.5970149253731343,0,A09F004033
1326,0.19844801801865197,9.0,9.0,2.0,25.0,2.0,1.0,0.13868613138686126,0,A10F166751
1327,0.1167594033849193,2.0,12.0,2.0,25.0,2.0,2.0,-0.023622047244094446,0,A07F294146
1328,0.22912557159475613,6.0,8.0,5.0,25.0,0.0,1.0,0.30208333333333326,0,A11F224561
1330,0.12121889590724715,5.0,10.0,5.0,25.0,0.0,2.0,0.26530612244897966,1,A09F286152
1331,0.7285342594043217,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1,A18N447418
1332,1.2223910994440363,1.0,1.0,5.0,12.0,0.0,1.0,2.35,1,A18N090369
1334,0.7563943929768936,5.0,5.0,5.0,25.0,1.0,1.0,1.8289473684210527,1,A14F284097
1335,0.5927899142378391,2.0,12.0,16.0,22.0,0.0,2.0,1.103448275862069,0,A07F311081
1336,0.4908197666895448,1.0,1.0,4.0,9.0,0.0,1.0,0.26865671641791056,1,A18N209036
1337,0.7819638541640481,2.0,3.0,8.0,25.0,0.0,1.0,1.220779220779221,1,A16F259694
1338,0.32455833467317374,5.0,5.0,23.0,25.0,0.0,1.0,0.2664835164835164,0,A14F000893
1340,0.20277183521875444,1.0,1.0,5.0,9.0,0.0,1.0,0.23809523809523814,1,A18N290358
1341,0.4928722529600064,1.0,1.0,5.0,12.0,0.0,1.0,0.7307692307692308,1,A18N139959
1342,0.6072505829877685,10.0,19.0,5.0,25.0,0.0,1.0,0.40625,0,A00S608528
1343,0.35182282028742823,0.0,1.0,10.0,4.0,0.0,1.0,0.0,1,A18N453461
1344,0.5890803555361561,3.0,11.0,6.0,25.0,0.0,2.0,0.8305084745762712,1,A08F216668
1345,0.5607251897270322,10.0,16.0,1.0,25.0,0.0,1.0,1.4607843137254903,0,A03S026472
1347,0.13333333333333333,0.0,4.0,110.0,5.0,0.0,1.0,0.0,1,D15L000942
1348,0.15203995262683842,8.0,9.0,4.0,25.0,0.0,2.0,0.2566371681415929,1,A10F212234
1349,0.12295185226055291,1.0,2.0,7.0,16.0,0.0,1.0,0.15909090909090917,1,A17N307475
1350,0.61507283401446,3.0,3.0,6.0,25.0,1.0,1.0,1.2419354838709675,1,A16F146583
1351,0.12688797370202942,0.0,1.0,6.0,5.0,0.0,1.0,0.0,1,A18N444516
1352,0.06338333534349058,1.0,1.0,9.0,6.0,0.0,1.0,0.15217391304347827,1,A18N232129
1353,0.32874609473393634,8.0,8.0,5.0,25.0,2.0,1.0,-0.20231213872832365,1,A11N304073
1355,1.1855431631582558,1.0,2.0,12.0,17.0,0.0,1.0,0.0,1,A17F099886
1361,1.0945183743378115,5.0,9.0,4.0,25.0,0.0,2.0,1.3157894736842106,0,A10F040745
1362,0.4336434563444036,1.0,1.0,4.0,8.0,0.0,1.0,-0.19685039370078738,1,A18N289861
1363,0.6561085972850679,2.0,3.0,5.0,25.0,0.0,1.0,0.19178082191780832,1,A16F258144
1366,0.17856107630448045,1.0,2.0,33.0,17.0,1.0,1.0,0.2894736842105263,1,A17N300777
1367,1.0333469558849828,2.0,2.0,5.0,19.0,0.0,1.0,1.8048780487804876,1,A17F072825
1368,1.4403686370557862,9.0,9.0,4.0,25.0,0.0,1.0,2.4146341463414633,0,A10F253339
1369,0.24800573877933565,2.0,12.0,13.0,25.0,0.0,2.0,0.07692307692307687,0,A07F314654
1370,0.4987930441295901,9.0,9.0,5.0,25.0,0.0,1.0,0.12195121951219523,0,A10F173314
1371,0.15613325008775075,8.0,10.0,7.0,25.0,0.0,1.0,0.02857142857142847,0,A09F115939
1372,0.11408301600766836,1.0,2.0,4.0,16.0,0.0,1.0,0.19999999999999996,1,A17N306227
1373,0.16943768486061736,5.0,5.0,6.0,25.0,0.0,1.0,0.421875,0,A14F241710
1375,0.11288171838158625,1.0,2.0,3.0,17.0,0.0,1.0,0.24817518248175174,1,A17N285967
1377,0.5489415631908174,11.0,12.0,5.0,25.0,0.0,1.0,1.3255813953488373,0,A07F302816
1378,0.2905595683774906,2.0,3.0,4.0,25.0,0.0,1.0,0.3772455089820359,0,A16F277663
1379,0.4460011933849456,1.0,1.0,4.0,8.0,0.0,1.0,0.510204081632653,1,A18N324404
1381,0.1146647679794348,1.0,1.0,1.0,6.0,0.0,1.0,0.1987577639751552,1,A18N232262
1382,0.21064637554337973,1.0,1.0,15.0,12.0,0.0,1.0,0.4864864864864864,1,A18N145358
1383,0.12413548007786737,2.0,2.0,4.0,18.0,1.0,1.0,0.34615384615384626,1,A17F092856
1384,1.5315702441383763,11.0,11.0,1.0,25.0,0.0,1.0,1.7777777777777777,0,A08F455272
1386,0.5802834017870021,8.0,17.0,5.0,25.0,0.0,1.0,1.2307692307692308,1,A02S408331
1387,0.2775722448027047,11.0,11.0,2.0,25.0,0.0,1.0,0.23684210526315796,1,A08F470637
1388,0.4104218219621419,3.0,13.0,3.0,23.0,0.0,2.0,0.42999999999999994,0,A06F368697
1389,0.1131370849898476,0.0,100.0,5.0,3.0,0.0,1.0,0.0,1,A19N057110
1390,0.03822198817224581,0.0,100.0,5.0,3.0,0.0,1.0,0.0,1,A19N055905
1391,0.12252589039821155,5.0,5.0,6.0,25.0,0.0,1.0,0.09696969696969693,0,A14F207190
1393,1.0161792549142958,12.0,14.0,9.0,25.0,2.0,2.0,1.830769230769231,0,A05F064241
1394,0.39436223193192005,6.0,14.0,9.0,25.0,0.0,1.0,0.4571428571428571,1,A05L082390
1395,0.47958620177447603,2.0,12.0,5.0,25.0,0.0,2.0,0.6428571428571428,1,A07F313833
1396,0.14878730802394577,1.0,1.0,16.0,15.0,0.0,1.0,0.15865384615384626,0,A18N055705
1399,0.04561979233461597,0.0,100.0,5.0,3.0,0.0,1.0,0.0,1,A19N072985
1400,0.7676341805887628,1.0,12.0,4.0,22.0,0.0,2.0,0.0,1,A07S040801
1401,0.7676341805887628,1.0,12.0,4.0,22.0,0.0,2.0,0.0,1,A07S040801
1403,1.0132198358693243,7.0,8.0,6.0,25.0,0.0,1.0,2.142857142857143,0,A11F291505
1405,1.388009347125218,12.0,12.0,1.0,25.0,0.0,1.0,1.6666666666666665,0,A07F206706
1406,0.6826474831441327,5.0,6.0,3.0,24.0,0.0,1.0,1.5,0,A13F249191
1408,0.4531423864543479,4.0,4.0,8.0,24.0,0.0,1.0,-0.3083700440528634,0,A15F143958
1410,0.11353134489128947,1.0,1.0,6.0,13.0,1.0,1.0,0.326086956521739,1,A18N054876
1412,1.02171728379655,10.0,10.0,5.0,25.0,0.0,1.0,1.8076923076923075,1,A09F189359
1413,0.30122638098678617,1.0,1.0,6.0,14.0,0.0,1.0,0.6168224299065421,1,A18N054046
1414,0.44748574959572396,5.0,5.0,4.0,25.0,0.0,1.0,1.1379310344827585,1,A14F306309
1415,0.44818117181570055,3.0,11.0,4.0,22.0,0.0,2.0,0.6194029850746268,0,A08F231233
1416,0.29500301264561823,8.0,13.0,6.0,25.0,0.0,1.0,0.5104895104895104,1,A06S748467
1417,0.5242614692912512,1.0,1.0,8.0,8.0,0.0,1.0,0.3855421686746987,1,A18N187240
1418,0.16762178432358132,1.0,1.0,10.0,12.0,0.0,1.0,0.31756756756756754,1,A18N057751
1419,0.24494897427831788,1.0,1.0,8.0,10.0,0.0,1.0,0.459016393442623,1,A18N229218
1420,0.1885618083164127,0.0,1.0,10.0,3.0,0.0,1.0,0.0,1,A18N454148
1421,1.7032983863817288,11.0,23.0,8.0,25.0,1.0,1.0,1.1379310344827585,0,A96L539965
1422,0.5108462331752499,2.0,2.0,5.0,19.0,2.0,1.0,0.5795454545454546,0,A17F093617
1423,0.4278593362317866,1.0,1.0,1.0,6.0,0.0,1.0,0.4022988505747127,1,A18N233481
1424,0.1426479809405726,9.0,16.0,8.0,24.0,0.0,1.0,0.07653061224489788,0,A03S316876
1425,0.19625730240028078,8.0,15.0,6.0,25.0,0.0,1.0,0.19512195121951215,1,A04S124122
1427,0.6147431698325002,3.0,3.0,8.0,24.0,0.0,1.0,-0.3790849673202614,0,A16F123578
1428,0.4322309423553503,2.0,11.0,80.0,24.0,0.0,2.0,1.1361256544502618,0,A08F475373
1429,0.538806513565848,5.0,12.0,10.0,24.0,0.0,2.0,1.710526315789474,0,A07S137647
1430,0.3902215647131731,3.0,15.0,8.0,25.0,0.0,3.0,1.0508474576271185,1,A04L544569
1431,0.3712919340790678,1.0,1.0,12.0,12.0,4.0,1.0,0.7636363636363637,1,A18N102137
1432,0.12434065128823661,4.0,4.0,11.0,25.0,0.0,1.0,0.027027027027026973,0,A15F107973
1434,0.33826466031167485,6.0,9.0,6.0,25.0,0.0,2.0,0.2792792792792793,0,A10F560072
1437,1.0311973892303818,3.0,11.0,6.0,25.0,3.0,2.0,2.2222222222222223,0,A08F234643
1438,0.8350275514962813,1.0,1.0,5.0,14.0,0.0,1.0,0.972972972972973,1,A18N050640
1439,0.27278121410717693,1.0,1.0,5.0,14.0,0.0,1.0,0.10000000000000009,1,A18N050735
1440,0.637580561974163,2.0,2.0,12.0,20.0,1.0,1.0,-0.14423076923076927,0,A17F063727
1441,0.19146360976268445,5.0,8.0,27.0,25.0,0.0,1.0,-0.15217391304347827,0,A11F037807
1442,0.7338085476374964,1.0,1.0,16.0,14.0,0.0,1.0,1.208791208791209,1,A18N049019
1443,0.9072907432677522,5.0,5.0,15.0,25.0,0.0,1.0,1.7083333333333335,0,A14F376276
1444,0.9203730065496126,0.0,1.0,12.0,5.0,0.0,1.0,0.0,1,A18N439046
1445,0.4619778917837211,5.0,5.0,5.0,25.0,0.0,1.0,1.7954545454545454,1,A14F115756
1446,1.612262135096343,1.0,2.0,6.0,16.0,0.0,1.0,-0.6643717728055077,1,A17N168118
1447,0.40309195008471266,6.0,7.0,7.0,25.0,0.0,1.0,0.9885057471264367,0,A12F237509
1448,0.7859884081701064,1.0,1.0,5.0,6.0,0.0,1.0,0.423913043478261,1,A18N196795
1449,0.7158183000767051,7.0,8.0,1.0,25.0,0.0,1.0,2.0,0,A11F222989
1450,1.206615978704451,0.0,1.0,8.0,4.0,0.0,1.0,0.0,1,A18F034001
1451,0.3956571674303656,5.0,5.0,15.0,25.0,0.0,1.0,0.5671641791044777,0,A14F377181
1455,1.6025711121790345,1.0,4.0,12.0,12.0,1.0,1.0,-0.5704225352112676,0,A15F050429
1456,0.15579258598255435,9.0,9.0,6.0,25.0,0.0,1.0,0.22222222222222232,0,A10F005041
1458,0.7437758259978896,1.0,1.0,1.0,10.0,0.0,1.0,0.5287356321839081,0,A18N229416
1459,0.36635727842254856,2.0,12.0,8.0,24.0,0.0,2.0,1.25,0,A07F272527
1460,0.8059999911690786,1.0,2.0,8.0,16.0,0.0,1.0,2.4461538461538463,0,A17N314003
1461,0.29225088451263465,6.0,8.0,8.0,25.0,0.0,1.0,-0.26530612244897955,1,A11N329113
1462,0.12690367130166655,0.0,9.0,4.0,18.0,1.0,2.0,-0.014184397163120588,0,A10F051199
1463,0.12690367130166655,0.0,9.0,5.0,18.0,1.0,2.0,-0.014184397163120588,0,A10F051199
1464,0.15521050926601965,6.0,15.0,7.0,25.0,2.0,2.0,0.26984126984126977,0,A04S349451
1465,0.32059806679632585,5.0,5.0,10.0,25.0,1.0,1.0,0.07000000000000006,1,A14F245493
1466,0.3393367892253051,6.0,15.0,3.0,24.0,0.0,2.0,0.5945945945945945,0,A04S120926
1467,0.3148423073582588,4.0,6.0,6.0,25.0,0.0,2.0,0.5294117647058822,0,A13F145429
1469,0.1435423129408036,1.0,2.0,6.0,15.0,0.0,1.0,0.40697674418604657,1,A17N303569
1471,0.9053882543729308,6.0,14.0,11.0,25.0,0.0,2.0,-0.47619047619047616,1,A05L139536
1472,0.16057747029686997,1.0,1.0,4.0,7.0,0.0,1.0,0.18253968253968256,1,A18N290334
1473,0.4316922880276366,1.0,1.0,5.0,13.0,1.0,1.0,0.10576923076923084,1,A18N054537
1474,0.5931723142721618,1.0,1.0,10.0,7.0,0.0,1.0,0.3142857142857143,1,A18N185827
1475,0.6081133058098149,1.0,1.0,5.0,7.0,0.0,1.0,1.0144927536231885,1,A18N187004
1476,0.1928702134290258,2.0,2.0,5.0,25.0,0.0,1.0,0.01724137931034475,1,A17F026397
1477,0.2288999350588908,1.0,2.0,5.0,16.0,0.0,1.0,0.3855421686746987,1,A17N305261
1478,0.25197631533948484,0.0,1.0,12.0,4.0,0.0,1.0,0.0,1,A18N452506
1479,1.0117274624402197,3.0,13.0,6.0,25.0,1.0,2.0,2.0,0,A06F332228
1480,0.888350531415762,7.0,8.0,8.0,25.0,2.0,1.0,0.8295454545454546,0,A11F288811
1481,1.5165654121146308,3.0,10.0,15.0,25.0,0.0,2.0,0.899671052631579,0,A09F172848
1482,0.5400362712688692,1.0,1.0,7.0,15.0,0.0,1.0,1.78125,1,A18N050959
1483,0.15932434305247206,3.0,3.0,7.0,24.0,0.0,1.0,0.11926605504587151,0,A16F200041
1484,0.33709346986380295,2.0,7.0,3.0,23.0,0.0,2.0,0.5267857142857142,0,A12F359478
1485,0.8561977743534505,6.0,7.0,5.0,25.0,0.0,1.0,1.1704545454545454,0,A12F141523
1486,0.4169370429236416,6.0,7.0,6.0,25.0,0.0,1.0,0.1123595505617978,1,A12F033467
1487,0.5206833117271102,0.0,100.0,12.0,3.0,0.0,1.0,0.0,1,A19N060290
1488,0.6061342971413654,3.0,3.0,3.0,25.0,1.0,1.0,-0.11111111111111116,1,A16F056989
1489,0.4801102411754194,2.0,11.0,3.0,18.0,0.0,2.0,0.303030303030303,1,A08F479262
1490,0.11531640100361064,1.0,1.0,3.0,6.0,0.0,1.0,0.171875,1,A18N232924
1491,0.28764665991116434,1.0,1.0,10.0,6.0,0.0,1.0,0.2477064220183487,1,A18N384803
1492,0.20115104110384277,6.0,6.0,4.0,25.0,0.0,1.0,0.4453125,0,A13F145211
1493,1.2382726669723811,8.0,8.0,6.0,25.0,0.0,1.0,1.4102564102564101,0,A11N253567
1494,0.19941701679508644,2.0,2.0,5.0,21.0,1.0,1.0,0.5818181818181818,0,A17F065530
1495,1.5233327512560833,6.0,7.0,7.0,25.0,3.0,1.0,1.0,0,A12F370697
1496,0.44514177648037,6.0,7.0,3.0,25.0,0.0,1.0,0.9615384615384615,1,A12F370301
1497,0.34490982064663867,4.0,4.0,5.0,25.0,0.0,1.0,0.8095238095238095,0,A15F247294
1501,0.17384539747207067,1.0,1.0,7.0,7.0,0.0,1.0,0.26595744680851063,1,A18N293416
1502,0.2933479364365393,5.0,6.0,2.0,25.0,0.0,1.0,0.359375,0,A13F261753
1503,1.6102027162408667,9.0,10.0,3.0,25.0,2.0,1.0,-0.975609756097561,1,A09F321800
1504,1.029196533236503,12.0,12.0,19.0,25.0,1.0,1.0,-0.0625,0,A07S036093
1505,1.5236904715398154,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1,A18N437595
1506,0.17667451102567583,5.0,5.0,8.0,25.0,0.0,2.0,0.3173076923076923,0,A14F075656
1508,0.5111067694787703,10.0,10.0,1.0,25.0,0.0,1.0,-0.15068493150684936,0,A09F172943
1509,0.3151256140612597,1.0,1.0,5.0,13.0,0.0,1.0,1.0363636363636362,1,A18N089489
1510,0.6513346720407648,5.0,5.0,10.0,25.0,0.0,1.0,1.34375,1,A14F116700
1511,0.27568835776964784,5.0,5.0,5.0,25.0,0.0,1.0,0.6528925619834711,0,A14F007329
1512,0.5425677917039337,9.0,13.0,10.0,25.0,0.0,1.0,1.0224719101123596,0,A06S754228
1513,0.16929631597749045,1.0,1.0,19.0,11.0,0.0,1.0,0.25,1,A18N137700
1514,0.2680652379988348,7.0,7.0,5.0,25.0,0.0,1.0,0.6706586826347305,1,A12F270925
1515,0.7401021126146162,2.0,2.0,5.0,25.0,3.0,1.0,2.015873015873016,0,A17F063734
1517,0.884740188980218,4.0,11.0,146.0,25.0,0.0,2.0,-0.7989184416731046,0,F08S003043
1518,0.15846984155483682,2.0,5.0,304.0,19.0,0.0,1.0,0.17391304347826098,1,D14L004964
1520,0.5848734012045506,5.0,5.0,8.0,25.0,0.0,1.0,-0.027027027027026973,0,A14F012311
1521,1.0281183397500537,5.0,5.0,5.0,25.0,1.0,1.0,0.09523809523809534,0,A14F401300
1523,0.6546304759659356,5.0,5.0,1.0,25.0,3.0,1.0,-0.24,1,A14F120189
1524,1.130422453317794,6.0,14.0,15.0,25.0,0.0,2.0,1.4473684210526314,1,A05L145620
1526,0.5434746676129868,7.0,8.0,7.0,25.0,1.0,1.0,1.0847457627118646,0,A11F238056
1527,0.5699971001811115,3.0,14.0,7.0,25.0,0.0,2.0,0.8165680473372781,0,A05F064257
1528,0.3070741398833418,5.0,5.0,26.0,25.0,0.0,1.0,0.42281879194630867,0,A14F304711
1529,0.51603275402997,4.0,12.0,19.0,25.0,4.0,2.0,0.4444444444444444,0,A07F319455
1531,0.4073214227224966,4.0,4.0,23.0,25.0,0.0,1.0,0.5333333333333334,0,A15F165298
1533,0.1755690381161573,1.0,1.0,5.0,14.0,0.0,1.0,0.5980392156862746,1,A18N025034
1534,0.5049893419943008,5.0,11.0,10.0,25.0,0.0,2.0,0.484472049689441,0,A08F295324
1535,0.12026142323020866,0.0,100.0,5.0,4.0,0.0,1.0,0.0,1,A19N050955
1536,0.44927212695645485,11.0,11.0,2.0,25.0,0.0,1.0,1.13953488372093,0,A08F417299
1537,0.5670231231736115,0.0,3.0,1502.0,5.0,0.0,1.0,0.0,1,E16S004929
1538,0.16333302330335187,4.0,7.0,471.0,25.0,0.0,1.0,0.012422360248447228,1,D12L002345
1539,0.26002703394536936,2.0,3.0,4.0,25.0,0.0,1.0,0.4948453608247423,0,A16F261655
1540,0.23098614271473672,2.0,2.0,4.0,25.0,0.0,1.0,0.688,1,A17F022392
1541,0.011687715391513183,0.0,100.0,29.0,3.0,0.0,1.0,0.0,1,A19N079983
1542,0.2999175912203842,1.0,1.0,19.0,10.0,0.0,1.0,0.0,0,A18N181789
1543,0.3034816925071457,4.0,5.0,9.0,25.0,0.0,1.0,0.14666666666666672,0,A14F440462
1544,0.30812667830807505,1.0,1.0,9.0,12.0,0.0,1.0,0.32592592592592595,1,A18N090824
1545,0.38342786926949507,2.0,2.0,27.0,22.0,0.0,1.0,-0.01807228915662651,1,A17F064559
1546,0.10365231137264891,1.0,1.0,12.0,7.0,0.0,1.0,0.11920529801324498,1,A18N308290
1547,1.2559921253165653,1.0,1.0,18.0,9.0,0.0,1.0,1.8037383177570092,1,A18N209115
1548,0.3878239045712226,3.0,12.0,8.0,25.0,0.0,2.0,1.0175438596491229,0,A07F203769
1550,0.10105634031717618,0.0,1.0,3.0,5.0,0.0,1.0,0.0,1,A18N445373
1552,1.0711409781952523,7.0,8.0,6.0,25.0,1.0,1.0,2.676470588235294,0,A11F225002
1553,0.5067640354513747,11.0,12.0,3.0,25.0,0.0,1.0,1.0,0,A07F347482
1554,0.24360810381842213,6.0,7.0,4.0,25.0,0.0,1.0,0.04444444444444451,0,A12F288306
1556,0.44701986754966877,2.0,3.0,11.0,25.0,0.0,1.0,2.0681818181818183,0,A16F241984
1557,1.414213562373095,0.0,100.0,3.0,2.0,1.0,1.0,0.0,1,A19N065125
1558,0.252240002984908,5.0,5.0,8.0,25.0,2.0,1.0,-0.1448275862068965,0,A14F028233
1559,0.10018878627339366,0.0,1.0,15.0,5.0,0.0,1.0,0.0,1,A18N438420
1560,1.14691154323836,2.0,2.0,1.0,25.0,0.0,1.0,0.9791666666666667,0,A17F000772
1561,0.05752759167507122,1.0,1.0,6.0,13.0,0.0,1.0,0.1473214285714286,1,A18N138526
1562,0.34754614882113594,6.0,15.0,3.0,25.0,15.0,2.0,0.31034482758620685,0,A04S260051
1563,0.25678729566075453,3.0,11.0,3.0,25.0,1.0,2.0,0.07777777777777772,1,A08F233799
1564,1.0321116430080721,5.0,11.0,6.0,25.0,6.0,2.0,1.6111111111111112,0,A08F356996
1565,0.17116937778631341,4.0,4.0,4.0,25.0,0.0,1.0,0.4516129032258065,0,A15F162481
1566,0.9972771464786946,2.0,9.0,20.0,25.0,8.0,2.0,1.4358974358974357,0,A10F511713
1567,0.17112540112524657,1.0,1.0,11.0,6.0,0.0,1.0,0.20512820512820507,1,A18N379410
1569,0.23297265027449554,4.0,10.0,13.0,25.0,2.0,2.0,0.11650485436893199,1,A09F313000
1570,0.7688554675597294,10.0,11.0,24.0,25.0,0.0,1.0,0.8270042194092826,0,A08F498680
1571,0.5380962398141393,6.0,7.0,3.0,25.0,1.0,1.0,-0.9461538461538461,0,A12F354244
1573,0.2194301578224646,6.0,7.0,5.0,25.0,0.0,1.0,0.13888888888888884,0,A12F270460
1575,0.03530487596600695,0.0,3.0,137.0,4.0,0.0,1.0,0.0,1,E16S004980
1576,0.0642824346533225,0.0,2.0,5.0,2.0,0.0,1.0,0.0,1,B17S015842
1577,0.3116825358617981,1.0,1.0,7.0,11.0,0.0,1.0,0.13131313131313127,1,A18N193104
1578,0.13969065099360242,1.0,1.0,5.0,7.0,0.0,1.0,0.06796116504854366,1,A18N321895
1579,0.11322770341445956,0.0,1.0,5.0,5.0,0.0,1.0,0.0,1,A18N446775
1581,0.26592463114430837,5.0,6.0,10.0,25.0,0.0,1.0,0.26168224299065423,0,A13F241595
1583,0.34149336042905865,3.0,12.0,7.0,25.0,0.0,2.0,0.8253968253968254,0,A07F306440
1584,0.23521099417055988,0.0,100.0,4.0,4.0,0.0,1.0,0.0,1,A19N051508
1585,0.4126155747900276,9.0,9.0,13.0,25.0,0.0,1.0,1.404040404040404,0,A10F204505
1586,0.174853814284929,9.0,9.0,4.0,25.0,0.0,1.0,0.43999999999999995,0,A10F097074
1588,0.11882768565444134,1.0,2.0,5.0,16.0,0.0,1.0,0.45360824742268036,1,A17N306385
1590,0.06739992972758607,1.0,1.0,5.0,13.0,0.0,1.0,0.2127659574468086,1,A18N055499
1592,0.13686028799810881,3.0,5.0,5.0,25.0,0.0,1.0,0.11290322580645151,1,A14L158771
1594,0.3813242232868325,1.0,1.0,6.0,6.0,0.0,1.0,0.15533980582524265,1,A18N385380
1595,0.35852568575149585,1.0,1.0,9.0,15.0,1.0,1.0,0.6099290780141844,1,A18N038296
1596,0.3178167833640254,1.0,10.0,5.0,18.0,1.0,2.0,-0.025316455696202556,0,A09F246341
1597,0.3178167833640254,1.0,10.0,1.0,18.0,1.0,2.0,-0.025316455696202556,0,A09F246341
1598,1.2372852114373194,0.0,4.0,5.0,4.0,0.0,1.0,0.0,1,A15S128330
1599,0.5581845039735432,7.0,8.0,3.0,25.0,1.0,1.0,1.0,0,A11F047606
1601,0.27259624323550474,3.0,7.0,1216.0,25.0,0.0,2.0,0.8777363974929604,0,E12L003541
1602,1.1305561594619813,1.0,11.0,3.0,15.0,2.0,3.0,0.0,0,A08F420473
1603,1.1305561594619813,1.0,11.0,16.0,15.0,2.0,3.0,0.0,0,A08F420473
1605,0.06819097667594005,8.0,16.0,3.0,25.0,1.0,1.0,-0.106280193236715,0,A03S019373
1606,0.3014947839348721,1.0,2.0,6.0,16.0,0.0,1.0,-0.11904761904761907,1,A17N304201
1607,0.3205410367552102,1.0,1.0,430.0,6.0,0.0,1.0,0.32645803698435283,1,A18N380296
1608,0.37621750372027024,8.0,13.0,5.0,25.0,0.0,1.0,0.7613636363636365,0,A06F521312
1609,1.3016328644904975,5.0,6.0,12.0,25.0,5.0,1.0,0.0,1,A13F203491
1610,0.5155305156413501,1.0,2.0,5.0,18.0,0.0,1.0,0.4411764705882353,1,A17N281409
1613,1.4946530043143074,4.0,11.0,5.0,25.0,0.0,3.0,0.0,1,A08F214457
1614,0.1035350990246068,3.0,13.0,5.0,25.0,0.0,2.0,0.15094339622641506,0,A06F409867
1615,0.42406088575113415,10.0,15.0,16.0,25.0,0.0,1.0,0.1875,0,A04L198797
1616,0.7023449529422751,1.0,1.0,5.0,6.0,0.0,1.0,0.19594594594594605,1,A18N186482
1617,0.5788800442500115,2.0,12.0,12.0,25.0,2.0,2.0,-0.46808510638297873,0,A07F295830
1618,0.9540228454427464,4.0,5.0,5.0,25.0,2.0,1.0,2.814814814814815,0,A14F442082
1620,0.42887148811042897,10.0,10.0,14.0,25.0,0.0,1.0,0.8888888888888888,0,A09F091790
1622,0.716727325094856,3.0,9.0,3.0,25.0,0.0,2.0,0.46153846153846145,0,A10F004575
1623,0.5204234825330927,2.0,2.0,5.0,24.0,0.0,1.0,1.7799999999999998,0,A17F030316
1625,0.03142696805273545,0.0,100.0,10.0,3.0,0.0,1.0,0.0,1,A19N074575
1626,0.5056427007856515,11.0,11.0,8.0,25.0,0.0,1.0,0.48979591836734704,1,A08F286951
1627,0.18745220724767475,5.0,9.0,7.0,25.0,0.0,1.0,0.1327014218009479,1,A10F061794
1628,0.8419447763576111,5.0,6.0,7.0,25.0,0.0,1.0,0.9922480620155039,0,A13F242562
1629,0.21213203435596423,0.0,1.0,5.0,3.0,0.0,1.0,0.0,1,A18N455482
1630,0.10101525445522108,0.0,100.0,3.0,3.0,0.0,1.0,0.0,1,A19N048590
1631,0.1651227318015439,5.0,6.0,6.0,25.0,0.0,1.0,-0.1923076923076923,0,A13F238107
1632,0.4885287957384456,1.0,1.0,2.0,11.0,1.0,1.0,-0.02877697841726623,1,A18N188977
1633,0.7676705776808442,2.0,2.0,3.0,18.0,3.0,1.0,-0.484375,1,A17F094030
1634,0.3256841312209309,1.0,1.0,6.0,6.0,0.0,1.0,0.2674418604651163,1,A18N385075
1635,0.1286802697949097,5.0,11.0,6.0,25.0,0.0,2.0,-0.022222222222222254,0,A08F222666
1636,0.425298193002952,1.0,1.0,3.0,10.0,0.0,1.0,0.14851485148514842,1,A18N229082
1637,0.8210315138471137,1.0,11.0,1.0,17.0,1.0,2.0,2.847457627118644,0,A08F472965
1638,0.8210315138471137,1.0,11.0,5.0,17.0,1.0,2.0,2.847457627118644,0,A08F472965
1641,0.2914324984680752,4.0,7.0,381.0,25.0,0.0,1.0,0.5783236371471665,0,E12L002773
1642,0.1114253613340129,1.0,4.0,495.0,11.0,0.0,1.0,0.09883720930232553,0,C15L005935
1643,0.33536585365853655,11.0,11.0,5.0,25.0,2.0,1.0,0.060975609756097615,0,A08F060079
1647,0.29787470418282713,3.0,14.0,5.0,25.0,2.0,2.0,0.375,0,A05F321192
1648,0.5130512954299029,7.0,8.0,24.0,25.0,0.0,1.0,-0.4591194968553459,0,A11F301640
1649,0.8660254037844388,0.0,1.0,5.0,4.0,1.0,1.0,0.0,1,A18N441789
