,CVProcessado,vidaInstalacao,vidaHidrometro,hid_imo_qtd_pontos_utilizacao,QtdMedicoes,QtdOcorrencias,qtd_instalacao,variacaoTendencia,bhc_dsc_status,IDHidrometro
3674,1.1604587580944568,9.0,10.0,17.0,25.0,0.0,1.0,1.9176470588235293,1,A08F232650
3676,0.47046125843842584,4.0,5.0,4.0,25.0,0.0,1.0,1.1052631578947367,1,A13F265084
3679,0.34625728961937674,2.0,2.0,7.0,21.0,0.0,2.0,0.41891891891891886,0,A16F147850
3681,0.5834115476717752,7.0,12.0,3.0,25.0,1.0,1.0,0.22962962962962963,1,A06F366238
3682,0.5493593398875767,3.0,3.0,1.0,25.0,2.0,1.0,1.5897435897435899,0,A15F122854
3683,0.35243130301303355,3.0,4.0,7.0,25.0,0.0,1.0,0.653061224489796,1,A14F459608
3685,0.7797929780969773,1.0,8.0,17.0,19.0,6.0,2.0,-0.6068702290076335,1,A10F036144
3686,0.7797929780969773,1.0,8.0,10.0,19.0,6.0,2.0,-0.6068702290076335,1,A10F036144
3687,0.4790117127950791,7.0,14.0,19.0,25.0,11.0,1.0,0.18421052631578938,0,A04S428027
3688,0.23494044111128515,5.0,12.0,5.0,25.0,0.0,2.0,-0.17370892018779338,1,A06S709522
3689,0.6778762720498516,2.0,2.0,2.0,24.0,0.0,1.0,0.898876404494382,1,A16F053069
3690,0.434562865112847,10.0,11.0,11.0,25.0,0.0,1.0,0.5340909090909092,0,A07F342189
3691,0.6285900083860985,10.0,10.0,5.0,25.0,0.0,1.0,1.4193548387096775,0,A08F422871
3692,0.12412742623000268,10.0,10.0,5.0,25.0,1.0,1.0,0.3163265306122449,1,A08F223209
3693,0.8473218292994743,7.0,7.0,5.0,25.0,0.0,1.0,1.2686567164179103,1,A11N253392
3695,0.42739768676134104,6.0,6.0,4.0,25.0,0.0,1.0,1.4285714285714284,1,A12F032036
3697,0.5154230431569257,1.0,2.0,4.0,15.0,2.0,1.0,1.5555555555555554,1,A16F275735
3699,0.16002762630840375,3.0,3.0,3.0,25.0,0.0,1.0,0.2571428571428571,1,A15F076580
3700,0.5881650417789284,5.0,5.0,6.0,25.0,0.0,1.0,1.3225806451612905,0,A13F202051
3704,0.1345581380107906,4.0,5.0,4.0,25.0,0.0,1.0,0.07947019867549665,0,A13F272088
3705,0.4044991659496028,2.0,8.0,23.0,17.0,0.0,3.0,0.2846715328467153,0,A10F485744
3706,0.2177733772382969,4.0,4.0,8.0,25.0,0.0,1.0,0.18367346938775508,0,A14F237264
3707,1.097901273060199,2.0,8.0,16.0,24.0,1.0,2.0,2.6458333333333335,0,A10F505572
3708,0.14523251159066045,0.0,1.0,3.0,4.0,0.0,1.0,0.0,1,A17N301531
3710,0.8796075757382927,3.0,3.0,4.0,25.0,0.0,1.0,1.0,1,A15F162725
3711,0.5105681983318516,10.0,10.0,5.0,25.0,0.0,2.0,1.295918367346939,1,A08F057807
3713,0.3305978572139804,6.0,7.0,3.0,25.0,2.0,1.0,-0.09787234042553195,0,A11F310682
3714,0.47449537954903603,3.0,3.0,9.0,25.0,0.0,2.0,-0.19736842105263153,0,A15F163609
3715,0.10755744644056087,6.0,7.0,5.0,25.0,0.0,1.0,-0.03378378378378377,0,A11F182872
3716,0.9072464897961091,2.0,3.0,9.0,25.0,0.0,1.0,1.3333333333333335,0,A15F206374
3718,0.3535533905932738,0.0,1.0,5.0,20.0,0.0,1.0,0.0,1,A17N279500
3719,0.282842712474619,0.0,1.0,6.0,3.0,0.0,1.0,0.0,1,A17N307311
3720,0.37915647530050856,6.0,7.0,15.0,24.0,0.0,1.0,0.648780487804878,0,A11F183568
3721,0.14012378822971333,1.0,2.0,3.0,16.0,0.0,1.0,0.09000000000000008,1,A16F255964
3722,0.14848800019672342,4.0,4.0,6.0,25.0,4.0,1.0,0.46478873239436624,1,A14F203859
3723,0.7678923027546127,10.0,13.0,7.0,25.0,0.0,1.0,0.4545454545454546,0,A05F127766
3724,0.2518321086531443,10.0,10.0,8.0,25.0,0.0,2.0,0.17692307692307696,0,A08F404074
3725,0.7251721099428119,2.0,12.0,6.0,18.0,0.0,2.0,0.11111111111111116,1,A06F413880
3726,0.14285714285714285,0.0,1.0,5.0,3.0,0.0,1.0,0.0,1,A17F091942
3727,0.22540022942599425,7.0,14.0,5.0,25.0,0.0,1.0,-0.04195804195804198,0,A04S042216
3728,0.32828452607883474,5.0,12.0,5.0,25.0,2.0,2.0,-0.07070707070707072,1,A06S521056
3729,0.3106513901910088,4.0,5.0,8.0,24.0,0.0,1.0,-0.03703703703703709,0,A13F255983
3730,0.07530655685082074,0.0,1.0,3.0,4.0,0.0,1.0,0.0,1,A17N285456
3732,0.21793116465658546,2.0,2.0,6.0,21.0,1.0,1.0,0.06015037593984962,1,A16F133762
3733,0.2516611478423584,8.0,8.0,8.0,25.0,0.0,2.0,0.5,0,A10F038531
3734,0.13094583275096874,9.0,9.0,10.0,25.0,1.0,2.0,0.07453416149068315,0,A09F061255
3735,0.665892503027581,6.0,9.0,12.0,25.0,1.0,1.0,0.2941176470588236,0,A09F282182
3736,0.4714241453088724,4.0,4.0,6.0,25.0,1.0,2.0,0.46666666666666656,0,A14F378975
3737,0.4398294339611486,7.0,16.0,8.0,25.0,1.0,1.0,0.17204301075268824,1,A02S133147
3738,0.26676315095637765,8.0,16.0,3.0,25.0,0.0,1.0,0.31690140845070425,0,A02S432931
3739,0.3632376741597396,8.0,8.0,5.0,25.0,0.0,1.0,0.4226804123711341,1,A10F048998
3741,1.1367204962285193,5.0,6.0,12.0,25.0,1.0,2.0,2.6964285714285716,0,A12F098378
3742,0.371540248377896,9.0,10.0,3.0,25.0,0.0,2.0,0.5517241379310345,0,A08F438769
3743,0.29845639013294656,1.0,1.0,10.0,7.0,0.0,1.0,0.35416666666666674,0,A17F072229
3745,0.49457894770898825,5.0,9.0,4.0,25.0,4.0,1.0,0.536231884057971,0,A09F323482
3746,0.43509016637367637,2.0,11.0,4.0,25.0,0.0,2.0,0.0714285714285714,1,A07F301583
3747,0.8232127054706999,1.0,1.0,5.0,7.0,0.0,1.0,0.5714285714285714,1,A17F109722
3748,0.19973132734175256,3.0,3.0,3.0,25.0,0.0,1.0,0.11494252873563227,1,A15F134992
3749,0.11533320974956443,1.0,2.0,3.0,16.0,0.0,2.0,0.3954802259887005,1,A16F259571
3750,0.605410119234743,1.0,12.0,5.0,13.0,5.0,2.0,1.6507936507936507,1,A06F417648
3751,1.1230278091192116,4.0,5.0,6.0,25.0,0.0,1.0,1.9076923076923076,0,A13F234873
3752,0.29474427855739604,1.0,12.0,3.0,13.0,0.0,2.0,0.2417582417582418,1,A06F429874
3753,0.3471811284032462,7.0,7.0,4.0,25.0,0.0,1.0,0.37168141592920345,1,A11N247152
3754,0.6572169636362715,3.0,3.0,4.0,25.0,0.0,2.0,0.4678899082568808,0,A15F108456
3755,0.529117673738349,3.0,3.0,9.0,25.0,0.0,2.0,0.7672955974842768,0,A15F159404
3756,0.5355824723498884,6.0,6.0,11.0,25.0,0.0,1.0,0.9787234042553192,0,A12F093744
3757,0.25397718201184905,4.0,4.0,18.0,25.0,0.0,2.0,0.19730941704035865,0,A14F304916
3759,0.4917265130125432,2.0,5.0,10.0,21.0,0.0,1.0,-0.03488372093023251,0,A13F205136
3760,0.21213203435596423,0.0,1.0,7.0,3.0,0.0,1.0,0.0,1,A17N313875
3761,0.2230356427999428,0.0,1.0,8.0,4.0,0.0,1.0,0.0,1,A17N300098
3762,1.5754648801966187,2.0,11.0,1.0,25.0,1.0,2.0,2.4571428571428573,0,A07F292001
3763,0.20934309231083834,1.0,1.0,17.0,6.0,0.0,1.0,0.10144927536231885,1,A17F110019
3766,0.35489624965765443,4.0,4.0,5.0,25.0,0.0,1.0,1.3975903614457832,0,A14F286070
3767,0.2824227562327692,10.0,10.0,6.0,25.0,0.0,2.0,0.6956521739130435,0,A08F452178
3768,0.45935919324454133,2.0,2.0,8.0,19.0,0.0,1.0,1.074074074074074,1,A16F149848
3770,0.8210855179605936,2.0,12.0,5.0,24.0,2.0,2.0,-0.2710280373831776,0,A06F298635
3771,0.7166445501671781,7.0,7.0,5.0,25.0,0.0,1.0,1.4923076923076923,0,A11N318516
3772,0.5509972792135005,5.0,14.0,10.0,25.0,8.0,2.0,0.875,1,A04S017176
3773,0.30254371463928714,10.0,10.0,6.0,25.0,5.0,1.0,0.46808510638297873,0,A08F296892
3774,0.3598910258861767,4.0,4.0,6.0,25.0,4.0,1.0,0.24460431654676262,0,A14F240676
3775,0.5951533807549806,2.0,9.0,3.0,25.0,3.0,2.0,0.7526881720430108,1,A09F030941
3776,0.5884555344882455,4.0,5.0,17.0,25.0,0.0,1.0,0.3364928909952607,0,A13F265119
3777,0.04419417382415922,0.0,1.0,13.0,3.0,0.0,1.0,0.0,1,A17N300363
3778,0.3400749128538661,6.0,7.0,12.0,25.0,0.0,1.0,0.08490566037735858,1,A11F183969
3779,1.6468997772088791,1.0,11.0,5.0,14.0,4.0,2.0,1.3076923076923075,1,A07F249823
3780,0.47302208157214004,6.0,7.0,3.0,25.0,1.0,1.0,0.1327433628318584,0,A11F000926
3781,0.15406300913534018,3.0,3.0,8.0,25.0,0.0,1.0,-0.0182648401826484,0,A15F136015
3782,0.07848485911305048,5.0,5.0,3.0,25.0,0.0,1.0,0.025380710659898442,1,A13F149544
3783,0.3055399671793724,8.0,9.0,3.0,25.0,0.0,1.0,0.8762886597938144,1,A09F317457
3784,0.5705587055680932,5.0,13.0,3.0,25.0,3.0,2.0,0.819672131147541,1,A05L143209
3788,0.7911008825719712,7.0,8.0,13.0,25.0,0.0,1.0,-0.5072463768115942,0,A10F545792
3789,0.7280109889280518,1.0,2.0,19.0,16.0,2.0,2.0,0.25482625482625476,0,A16F260904
3790,0.3247594678453555,1.0,12.0,18.0,14.0,0.0,2.0,0.3913043478260869,0,A06F286945
3791,0.48383637020804326,0.0,1.0,13.0,4.0,1.0,1.0,0.0,1,A17N301679
3792,1.5120041951535261,4.0,4.0,5.0,25.0,0.0,2.0,1.180327868852459,0,A14F000965
3793,0.48025670763016515,4.0,5.0,16.0,25.0,1.0,1.0,0.154320987654321,0,A13F290617
3794,0.6720986138037929,1.0,1.0,16.0,8.0,1.0,1.0,0.16161616161616155,1,A17F064094
3795,0.622830566289195,8.0,8.0,6.0,25.0,0.0,1.0,1.2448979591836733,0,A10F253982
3796,0.2861706227186063,12.0,12.0,3.0,25.0,0.0,1.0,0.019607843137254832,0,A06S473334
3797,0.1671804172429913,4.0,8.0,9.0,25.0,1.0,1.0,0.20958083832335328,1,A10F062320
3799,0.32829101061235455,6.0,6.0,7.0,25.0,0.0,1.0,0.481283422459893,0,A12F037134
3800,0.13169526794144534,4.0,11.0,2.0,25.0,0.0,2.0,0.09523809523809534,0,A07S098104
3801,0.1416707164405753,10.0,10.0,1.0,25.0,0.0,1.0,0.209090909090909,0,A08F294670
3803,0.6630962349459889,4.0,8.0,2.0,25.0,0.0,2.0,0.4833333333333334,1,A10F131886
3804,0.6726658448613064,0.0,1.0,5.0,4.0,0.0,1.0,0.0,1,A17N280660
3807,0.4105859291267522,3.0,4.0,3.0,25.0,1.0,1.0,0.9310344827586208,1,A14F455143
3808,0.34627285672479124,7.0,8.0,1.0,24.0,0.0,1.0,1.274193548387097,0,A10F515474
3809,0.4616998655122173,8.0,8.0,12.0,25.0,0.0,1.0,0.703125,0,A10F131292
3810,0.12531006248875526,0.0,1.0,12.0,3.0,0.0,1.0,0.0,1,A17N280075
3811,0.952113864974379,4.0,5.0,7.0,25.0,5.0,1.0,1.4500000000000002,1,A13F220639
3813,0.5287577659822172,1.0,1.0,9.0,5.0,0.0,1.0,0.0,1,A17F108982
3814,0.2826662327697368,11.0,11.0,5.0,25.0,0.0,1.0,-0.0357142857142857,0,A07S142028
3815,0.64415409050587,5.0,11.0,6.0,25.0,0.0,2.0,0.30000000000000004,1,A07S209033
3817,0.8260275267490607,1.0,10.0,3.0,21.0,1.0,2.0,-0.6149732620320856,1,A08F066010
3818,0.8260275267490607,1.0,10.0,1.0,21.0,1.0,2.0,-0.6149732620320856,1,A08F066010
3819,0.7445145800678564,1.0,1.0,8.0,12.0,0.0,1.0,1.3225806451612905,1,A17F009307
3821,1.8254461967529183,3.0,3.0,14.0,25.0,0.0,1.0,1.9801980198019802,1,A15F017487
3822,0.10284613948545711,6.0,6.0,2.0,25.0,0.0,1.0,0.0052631578947368585,0,A12F139077
3823,1.626147110155878,10.0,10.0,5.0,25.0,6.0,1.0,0.8901098901098901,1,A08F294904
3825,0.18599201197818185,1.0,1.0,15.0,18.0,0.0,1.0,0.3513513513513513,1,A17F089494
3826,0.29473102224980335,3.0,3.0,32.0,25.0,0.0,2.0,0.2702702702702702,0,A15F160427
3827,0.4295952984978752,8.0,8.0,2.0,25.0,0.0,2.0,0.8400000000000001,0,A10F062767
3828,0.3033992673737501,4.0,11.0,3.0,25.0,10.0,2.0,0.3561643835616439,0,A07F333619
3829,0.18773958426846354,9.0,9.0,3.0,25.0,0.0,2.0,0.18461538461538463,0,A09F184865
3830,0.4265944182077324,1.0,1.0,5.0,6.0,0.0,1.0,-0.007462686567164201,1,A17F110979
3832,0.3829080021392537,8.0,8.0,5.0,25.0,0.0,1.0,0.10526315789473695,0,A10F039572
3833,0.2777113657528368,7.0,15.0,9.0,25.0,0.0,1.0,0.08333333333333326,0,A03S514882
3834,0.23570226039551587,0.0,1.0,6.0,3.0,0.0,1.0,0.0,1,A17N305598
3836,0.35675053076095736,3.0,8.0,3.0,25.0,0.0,2.0,1.0416666666666665,1,A10F520726
3838,1.1238974883627904,2.0,10.0,5.0,25.0,0.0,2.0,0.6764705882352942,0,A08F412515
3839,0.7908860354300707,1.0,1.0,36.0,9.0,1.0,1.0,1.763157894736842,1,A17F070717
3840,0.6156288519815203,7.0,10.0,12.0,25.0,1.0,1.0,1.0574712643678161,0,A08F226966
3841,1.1575135488150743,6.0,7.0,6.0,25.0,0.0,1.0,2.682926829268293,0,A11F218933
3842,0.1981845043221188,5.0,6.0,6.0,25.0,1.0,1.0,0.36170212765957444,1,A12L048904
3843,0.42755293746163336,0.0,1.0,8.0,2.0,0.0,1.0,0.0,1,A17N287126
3844,1.0098236238634692,1.0,1.0,5.0,5.0,1.0,1.0,0.0,1,A17F062125
3847,0.877584223060129,2.0,10.0,6.0,23.0,2.0,3.0,0.09836065573770503,0,A08F467350
3848,0.08648609014961654,5.0,11.0,11.0,25.0,0.0,2.0,0.03015075376884413,1,A07S092639
3849,0.7678633894150994,4.0,5.0,6.0,25.0,0.0,1.0,1.2647058823529411,1,A13F240595
3850,0.1687791295090217,4.0,12.0,3.0,25.0,0.0,2.0,0.26363636363636367,1,A06F277479
3852,0.08331955809010622,0.0,1.0,3.0,3.0,0.0,2.0,0.0,1,A17N281577
3853,0.25120393089466214,7.0,16.0,1.0,25.0,0.0,1.0,0.5175438596491229,0,A02S222648
3855,0.1956052195054251,9.0,9.0,8.0,25.0,0.0,1.0,0.26119402985074625,0,A09F278051
3857,0.48402764661933684,10.0,10.0,1.0,25.0,0.0,1.0,0.38888888888888884,0,A08F064198
3860,0.33920437003030124,3.0,3.0,8.0,25.0,0.0,1.0,-0.1282051282051282,1,A15F245013
3862,0.28127739292416826,4.0,4.0,4.0,25.0,0.0,1.0,-0.12195121951219512,1,A14F237003
3863,0.26841463530065784,3.0,3.0,4.0,25.0,0.0,2.0,0.5535714285714286,0,A15F069560
3864,0.1375713701561589,4.0,5.0,4.0,25.0,0.0,1.0,0.2623762376237624,0,A13F269389
3866,0.20362432599812536,4.0,5.0,5.0,25.0,1.0,1.0,0.4351851851851851,0,A13F266579
3867,0.7434683783701151,2.0,3.0,1.0,22.0,0.0,2.0,0.0,1,A15F134909
3868,0.7434683783701151,2.0,3.0,16.0,22.0,0.0,2.0,0.0,1,A15F134909
3869,0.5519075096395172,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1,A17N301434
3870,0.07289285253528349,1.0,1.0,6.0,13.0,0.0,1.0,0.1847133757961783,1,A17F009490
3871,0.060179300526514684,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1,A17N307792
3872,0.6351891437308603,2.0,12.0,6.0,22.0,0.0,2.0,1.4,1,A06F407098
3873,0.8133929083701612,6.0,6.0,2.0,25.0,0.0,1.0,1.725,1,A12F221489
3875,0.8882309911440881,0.0,1.0,6.0,3.0,1.0,1.0,0.0,1,A17N279010
3876,0.18271391680891635,3.0,3.0,9.0,25.0,9.0,2.0,0.26178010471204183,0,A15F071749
3877,1.0843151580907797,1.0,1.0,6.0,6.0,0.0,1.0,0.5982905982905984,1,A17F092573
3878,0.43473264615499735,4.0,4.0,5.0,25.0,13.0,1.0,1.0806451612903225,1,A14F439521
3879,0.12673457684500739,5.0,5.0,18.0,25.0,0.0,1.0,-0.06000000000000005,0,A13F202769
3880,0.49195326393365907,5.0,6.0,1.0,25.0,1.0,1.0,0.15909090909090917,1,A12F295790
3881,0.3260035428378398,8.0,8.0,10.0,25.0,0.0,1.0,0.5192307692307692,0,A10F093117
3882,0.32928722390076626,10.0,11.0,3.0,25.0,0.0,1.0,0.9574468085106382,0,A07F223916
3883,1.1986410633041045,2.0,10.0,1.0,18.0,0.0,3.0,1.6428571428571428,1,A08F498403
3884,0.06196605571190965,1.0,1.0,4.0,5.0,1.0,1.0,0.0,0,A17F099695
3885,0.22779371824664815,7.0,14.0,10.0,24.0,0.0,1.0,-0.028880866425992746,0,A04S160763
3886,0.5994131406891382,4.0,6.0,408.0,25.0,0.0,1.0,2.40893470790378,0,A12F277589
3887,0.2845782403177128,1.0,1.0,4.0,9.0,0.0,1.0,0.42105263157894735,1,A17F090482
3888,0.15752473088259672,8.0,8.0,4.0,25.0,0.0,1.0,-0.03937007874015752,1,A10F003700
3889,0.13076696830622023,1.0,1.0,4.0,10.0,0.0,1.0,0.352112676056338,1,A17F068256
3890,0.6572252834344199,5.0,13.0,5.0,25.0,0.0,2.0,0.36585365853658547,1,A05L076034
3891,1.0110706295170115,11.0,11.0,5.0,25.0,2.0,1.0,1.0238095238095237,0,A07S040885
3894,1.2700167165015397,6.0,7.0,3.0,25.0,0.0,1.0,2.857142857142857,0,A11F293672
3895,0.5806264467558754,10.0,17.0,5.0,25.0,0.0,1.0,0.661764705882353,0,A01S688447
3896,0.1854548223267876,0.0,1.0,3.0,4.0,0.0,1.0,0.0,1,A17N283185
3897,1.7116623195023346,10.0,10.0,6.0,25.0,15.0,1.0,0.3661971830985915,0,A08F291242
3898,0.3801566740332044,5.0,6.0,26.0,25.0,0.0,1.0,0.22529644268774707,0,A12F140483
3899,0.5664391560461074,9.0,9.0,9.0,25.0,0.0,2.0,-0.10185185185185186,0,A09F098341
3901,1.2685241078699157,7.0,12.0,8.0,25.0,4.0,1.0,1.4295774647887325,0,A06S743959
3902,0.6970157163173563,5.0,6.0,26.0,25.0,0.0,1.0,0.1132075471698113,1,A12F226938
3903,1.1066064312788688,9.0,9.0,4.0,24.0,0.0,1.0,0.0,0,A09F098507
3904,0.31433210009730767,6.0,6.0,2.0,24.0,0.0,1.0,0.2666666666666666,0,A12F102642
3905,0.7903305580167723,4.0,4.0,19.0,25.0,2.0,1.0,0.5348837209302326,1,A14F284746
3907,0.4382646199922504,8.0,8.0,6.0,25.0,0.0,1.0,0.9058823529411764,1,A10F258757
3908,0.21981287134015862,3.0,12.0,1.0,25.0,0.0,2.0,0.06315789473684208,0,A06F336731
3910,0.19124656009047783,3.0,3.0,18.0,25.0,0.0,2.0,0.09756097560975618,0,A15F108985
3911,0.3615977998867479,3.0,4.0,10.0,25.0,1.0,1.0,1.1323529411764706,1,A14F453907
3914,0.6166901695221743,2.0,2.0,7.0,19.0,0.0,1.0,0.4955223880597015,1,A16F198811
3915,1.7095729573871936,9.0,22.0,5.0,25.0,3.0,1.0,1.0810810810810811,1,A96L540171
3916,0.4476603821702239,6.0,7.0,7.0,25.0,0.0,2.0,0.16666666666666674,0,A11F287185
3917,0.29587317947701686,7.0,15.0,8.0,25.0,0.0,1.0,0.6000000000000001,0,A03S447475
3918,0.4735233543571416,5.0,12.0,12.0,25.0,0.0,2.0,0.14942528735632177,0,A06S798211
3919,0.5505860670999178,6.0,14.0,7.0,25.0,0.0,1.0,1.3178807947019866,1,A04L624926
3920,0.8177584576123227,9.0,9.0,10.0,25.0,9.0,1.0,-0.6563876651982379,0,A09S290451
3921,0.6211404697957466,6.0,14.0,10.0,25.0,0.0,1.0,1.98,1,A04S322797
3922,0.2618914004394621,0.0,1.0,15.0,3.0,0.0,1.0,0.0,1,A17N315988
3923,0.16578855849934307,8.0,17.0,6.0,25.0,2.0,1.0,0.40666666666666673,0,A01S013077
3924,0.04561979233461597,0.0,1.0,6.0,3.0,0.0,1.0,0.0,1,A17N284303
3925,0.3456966485800899,0.0,1.0,13.0,3.0,1.0,1.0,0.0,1,A17N316336
3927,0.04561979233461597,0.0,1.0,6.0,3.0,0.0,1.0,0.0,1,A17N306576
3928,1.670904748232112,2.0,3.0,2.0,25.0,1.0,1.0,1.5813953488372094,0,A15F202153
3929,0.599901129971215,9.0,10.0,4.0,25.0,4.0,1.0,-0.9375,0,A08F061003
3930,0.1465198911023594,4.0,12.0,8.0,25.0,1.0,2.0,0.2068965517241379,0,A06S519631
3931,0.8841902780462396,5.0,6.0,3.0,25.0,0.0,2.0,2.107142857142857,1,A12F228622
3932,0.6327216172968683,6.0,14.0,6.0,25.0,0.0,1.0,0.6086956521739131,1,A04L619951
3933,0.4890432840696769,9.0,15.0,5.0,25.0,7.0,1.0,1.1311475409836067,0,A03S450202
3934,0.26467742529037647,6.0,9.0,3.0,25.0,0.0,1.0,0.39393939393939403,0,A09F218241
3935,0.7595430033635179,6.0,8.0,30.0,25.0,0.0,1.0,-0.46614583333333337,1,A10F215264
3936,0.18949093642708573,4.0,5.0,4.0,25.0,0.0,1.0,0.3012820512820513,0,A13F242102
3938,1.9192053447956703,6.0,14.0,13.0,25.0,18.0,1.0,0.0,1,A04L317329
3939,0.6265078429634269,3.0,3.0,4.0,25.0,0.0,1.0,0.9901960784313726,0,A15F246152
3940,0.14375556468693754,6.0,6.0,1.0,25.0,1.0,1.0,0.08333333333333326,0,A12F287723
3941,0.3081666364533712,7.0,9.0,4.0,25.0,0.0,1.0,1.0,0,A09F280224
3942,0.10514110383033358,4.0,11.0,8.0,25.0,0.0,2.0,0.18823529411764706,1,A07S206650
3943,1.9734070821760445,7.0,8.0,22.0,25.0,0.0,1.0,0.0,0,A10F199210
3944,0.9175661571575094,4.0,11.0,15.0,25.0,0.0,2.0,2.673076923076923,0,A07S210783
3945,0.20269779982279446,1.0,1.0,4.0,14.0,0.0,1.0,0.5609756097560976,1,A17F000836
3946,0.43773524739494285,5.0,15.0,464.0,25.0,0.0,1.0,-0.06926829268292678,1,D03S000368
3947,0.11622043032339972,2.0,10.0,696.0,25.0,0.0,2.0,0.06299212598425208,1,E08S003895
3948,0.8008707740672042,12.0,12.0,3.0,25.0,3.0,1.0,1.2391304347826089,1,A06F300046
3950,0.16282048379852837,4.0,14.0,9.0,25.0,0.0,2.0,0.03614457831325302,1,A04S260443
3952,0.9413319606352596,4.0,12.0,5.0,25.0,9.0,2.0,-0.2272727272727273,1,A06S467899
3954,0.9360683431193517,10.0,10.0,8.0,25.0,0.0,1.0,-0.46808510638297873,0,A08F406323
3955,0.26183908155702534,2.0,10.0,10.0,25.0,0.0,3.0,0.27941176470588225,0,A08F408466
3956,0.590373010561708,10.0,11.0,7.0,25.0,0.0,1.0,1.2439024390243905,0,A07S620693
3957,0.0771737409477599,2.0,10.0,4.0,19.0,0.0,3.0,0.08333333333333326,1,A08F229695
3958,0.3286801671274546,3.0,3.0,18.0,25.0,0.0,2.0,-0.03164556962025311,0,A15F108613
3959,0.3952238710901336,1.0,1.0,15.0,5.0,0.0,1.0,0.0,0,A17F072492
3960,1.576742950009406,9.0,9.0,17.0,25.0,0.0,1.0,2.9743589743589745,0,A09F195789
3961,0.3455660580652411,2.0,6.0,5.0,17.0,0.0,2.0,0.2777777777777777,1,A12F332306
3963,0.8494883791117397,2.0,12.0,4.0,17.0,0.0,2.0,0.21621621621621623,1,A06F414413
3967,0.1015073684071059,1.0,1.0,5.0,13.0,0.0,1.0,0.053475935828877,0,A17F023294
3969,0.6633035608693485,3.0,11.0,26.0,25.0,0.0,2.0,0.0,0,A07F273608
3970,0.18867924528301888,4.0,4.0,3.0,25.0,0.0,1.0,0.20481927710843384,0,A14F412423
3971,0.8758760046838776,4.0,4.0,5.0,25.0,0.0,1.0,2.641025641025641,1,A14F311822
3972,0.4158551247497702,3.0,3.0,24.0,25.0,0.0,1.0,0.07392996108949412,0,A15F204634
3973,0.26758359149751665,2.0,2.0,5.0,21.0,3.0,1.0,0.36708860759493667,1,A16F149935
3974,0.30358375048479824,4.0,4.0,4.0,25.0,0.0,2.0,0.2530120481927711,0,A14F400575
3977,0.6747616919308544,3.0,3.0,4.0,25.0,1.0,1.0,0.017857142857142794,0,A15F164384
3978,0.8664547314504623,0.0,1.0,8.0,4.0,1.0,1.0,0.0,1,A17N286037
3979,0.34777445512733285,6.0,6.0,4.0,25.0,1.0,1.0,1.4210526315789473,1,A12F220393
3980,0.6924074798384576,9.0,9.0,9.0,25.0,1.0,1.0,0.6812499999999999,0,A09F177015
3982,0.15466970884749084,5.0,14.0,6.0,25.0,0.0,2.0,0.10185185185185186,1,A04S407320
3983,0.17446841662849313,5.0,6.0,4.0,25.0,0.0,1.0,0.0,0,A12F269024
3984,1.9280105097663978,3.0,9.0,15.0,25.0,8.0,2.0,2.4594594594594597,1,A09F185249
3985,1.3298955963395251,5.0,10.0,15.0,25.0,5.0,2.0,0.046666666666666634,1,A08F421153
3986,1.1991194255345106,1.0,10.0,4.0,18.0,9.0,2.0,-0.359375,1,A08F354496
3987,1.1991194255345106,1.0,10.0,15.0,18.0,9.0,2.0,-0.359375,1,A08F354496
3988,1.3452725773658851,9.0,9.0,3.0,25.0,15.0,1.0,0.2875000000000001,0,A09F120928
3989,0.1936357655201676,2.0,7.0,15.0,22.0,0.0,3.0,0.2325581395348837,1,A11F304076
3990,0.672846585079989,8.0,12.0,3.0,25.0,5.0,1.0,1.9411764705882355,0,A06F351753
3991,0.19535364687614765,1.0,4.0,4.0,17.0,0.0,1.0,0.525974025974026,1,A14F160805
3992,0.32242491036855025,4.0,4.0,1.0,25.0,1.0,1.0,-0.14960629921259838,0,A14F243417
3994,0.21895537626644646,3.0,10.0,5.0,25.0,0.0,3.0,0.1200000000000001,0,A08F355036
3995,0.7041446374045044,4.0,6.0,13.0,25.0,0.0,1.0,1.8395061728395063,0,A12S104202
3996,0.8256502950785601,1.0,1.0,18.0,9.0,0.0,1.0,0.8142857142857143,1,A17F066255
3997,0.28757095825272294,1.0,1.0,10.0,15.0,0.0,1.0,0.7092198581560283,1,A17F004791
3998,0.5878541662401127,1.0,12.0,4.0,14.0,3.0,2.0,1.9761904761904763,0,A06F318302
4000,0.3641817012269604,1.0,12.0,4.0,15.0,0.0,2.0,0.39252336448598135,1,A06F279447
4001,0.5287001799808186,10.0,11.0,4.0,25.0,0.0,1.0,1.38,0,A07S640971
4002,0.46213938609308985,3.0,8.0,4.0,25.0,1.0,2.0,0.5,0,A10F222758
4003,1.7673430302415074,8.0,8.0,2.0,25.0,2.0,2.0,2.5517241379310347,0,A10F180157
4004,0.17134117475124774,2.0,12.0,12.0,17.0,0.0,2.0,0.10062893081761004,1,A06F440024
4005,0.7539334439193437,1.0,2.0,5.0,13.0,1.0,1.0,-0.5384615384615384,1,A16F275609
4006,1.7320508075688772,0.0,1.0,4.0,3.0,2.0,1.0,0.0,1,A17N281267
