IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca,valido,PROBA
A10F086321,2587033,0.099108346,25,0,3,-0.03846154,9,5,0,"0,6455",11,15.0,15.0,2587033,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6455"
A11F328393,8059314,0.13727514,25,0,1,0.11111111,8,7,0,"0,6455",11,9.0,9.0,8059314,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6455"
A12F237120,2543583,0.8501358,25,2,6,2.3809524,7,7,0,"0,6455",11,9.0,9.0,2543583,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6455"
A14F245007,2329590,0.26976395,25,0,11,-0.1010101,5,5,0,"0,6455",11,13.0,13.0,2329590,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6455"
A14F377090,3294315,0.17712381,25,8,8,-0.025316456,5,5,0,"0,6455",11,9.0,9.0,3294315,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6455"
A10F058857,4464010,0.22104165,25,0,10,-0.23404256,9,5,0,645,11,9.0,9.0,4464010,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,645"
A10F060947,3743349,0.21443518,25,0,9,0.016806724,9,5,0,645,11,13.0,13.0,3743349,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,645"
A12F037133,8479011,0.48865044,25,0,7,1.4117647,7,7,0,645,11,9.0,9.0,8479011,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,645"
A14F245623,6556663,0.075403094,25,0,5,0.0,5,5,0,645,11,9.0,9.0,6556663,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,645"
A12F097799,2598493,0.31782022,25,0,11,-0.23809524,7,7,0,"0,6445",11,9.0,9.0,2598493,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6445"
A13F145264,3201600,0.3406155,25,0,10,-0.3139535,6,6,0,"0,6445",11,9.0,9.0,3201600,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6445"
A14F288315,7219296,0.31434557,25,0,15,-0.4852071,5,5,0,"0,6445",11,13.0,13.0,7219296,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6445"
A14F455008,9621229,0.15616769,25,0,12,-0.061728396,5,4,0,"0,6445",11,9.0,9.0,9621229,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6445"
A15F080173,9496483,0.26039866,25,0,15,-0.36363637,4,4,0,"0,6445",11,9.0,9.0,9496483,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6445"
A10F062489,2436434,0.3368798,25,0,12,-0.07017544,9,5,0,644,11,10.0,10.0,2436434,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,644"
A12F348355,3743209,0.41207582,25,5,8,0.9111111,7,7,0,644,11,10.0,10.0,3743209,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,644"
A12F355284,7918429,0.37105784,25,0,8,-0.5638298,7,6,0,644,11,9.0,9.0,7918429,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,644"
A13F239558,3745317,0.21180372,25,0,9,-0.19101124,6,5,0,644,11,10.0,10.0,3745317,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,644"
A14F244856,4464621,0.107944466,25,0,9,-125,5,5,0,644,11,10.0,10.0,4464621,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,644"
A15F139779,9470042,0.18184824,25,0,12,0.140625,4,4,0,644,11,9.0,9.0,9470042,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,644"
A10F060509,3202526,0.18263581,25,0,10,-0.19178082,9,5,0,"0,6436",11,9.0,9.0,3202526,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6436"
A12F354328,7827610,0.18566681,25,0,8,0.029411765,7,6,0,"0,6436",11,9.0,9.0,7827610,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6436"
A14F243022,9912487,0.18722585,25,0,12,0.27083334,5,5,0,"0,6436",11,15.0,15.0,9912487,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6436"
A10F061779,2601729,0.3197331,25,0,11,-0.14583333,9,5,0,643,11,10.0,10.0,2601729,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,643"
A10F060768,2526220,0.20614953,25,0,11,-0.027522936,9,5,0,643,11,15.0,15.0,2526220,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,643"
A12F366974,9099336,0.23118421,25,0,8,0.22058824,7,6,0,643,11,10.0,10.0,9099336,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,643"
A13F268980,6557848,0.10089491,25,0,4,0.0,6,5,0,643,11,10.0,10.0,6557848,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,643"
A14F287592,7226551,0.15830712,25,0,10,-0.16666667,5,5,0,643,11,10.0,10.0,7226551,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,643"
A14F244883,2450968,0.25683782,25,0,11,0.33333334,5,5,0,643,11,9.0,9.0,2450968,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,643"
A12F369933,9016430,0.17619841,25,0,1,-0.03773585,7,6,0,"0,6426",11,13.0,13.0,9016430,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6426"
A13F241868,3201392,0.14342248,25,0,9,-0.18584071,6,5,0,"0,6426",11,14.0,14.0,3201392,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6426"
A14F308558,2125773,0.32990348,25,0,12,0.23157895,5,5,0,"0,6426",11,13.0,13.0,2125773,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6426"
A15F078785,4464672,0.3263956,25,0,16,0.34313726,4,4,0,"0,6426",11,20.0,20.0,4464672,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6426"
A10F060964,3860035,0.26015407,25,1,10,0.0,9,5,0,642,11,9.0,9.0,3860035,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,642"
A12F288175,8811245,0.13727197,25,0,10,0.0,7,7,0,642,11,9.0,9.0,8811245,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,642"
A14F245488,4464893,0.15873644,25,0,12,0.21666667,5,5,0,642,11,18.0,18.0,4464893,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,642"
A14F244841,4459830,0.16197054,25,0,12,-0.21296297,5,5,0,642,11,13.0,13.0,4459830,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,642"
A10F061780,2515709,0.39771202,25,0,8,0.26984128,9,5,0,"0,6416",11,9.0,9.0,2515709,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6416"
A12F268788,8542414,0.2607088,25,0,6,-0.18987341,7,4,0,"0,6416",11,9.0,9.0,8542414,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6416"
A14F245768,3859517,0.1502201,25,0,9,-0.17721519,5,5,0,"0,6416",11,17.0,17.0,3859517,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6416"
A14F244911,8677450,0.1740446,25,0,9,-0.1978022,5,5,0,"0,6416",11,18.0,18.0,8677450,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6416"
A14F245369,2523337,0.14085278,25,0,11,-0.107913665,5,5,0,"0,6416",11,18.0,18.0,2523337,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6416"
A14F288239,7226420,0.12787421,25,0,11,-0.10377359,5,5,0,"0,6416",11,13.0,13.0,7226420,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6416"
A14F310049,1822284,0.17008658,25,0,11,0.0,5,5,0,"0,6416",11,14.0,14.0,1822284,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6416"
A14F440974,2719266,0.21739265,25,0,12,0.06593407,5,4,0,"0,6416",11,14.0,14.0,2719266,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6416"
A15F212635,4464290,0.43867743,25,6,9,1.3015873,4,4,0,"0,6416",11,15.0,15.0,4464290,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6416"
A10F060771,2523930,0.14239697,25,0,11,-0.14814815,9,5,0,641,11,18.0,18.0,2523930,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,641"
A12F037180,2437660,0.13017061,25,0,10,0.15306123,7,7,0,641,11,15.0,15.0,2437660,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,641"
A12F355905,4467574,0.17368358,25,10,7,0.03883495,7,6,0,641,11,13.0,13.0,4467574,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,641"
A13F239563,5193591,0.15736704,25,0,9,-0.012658228,6,5,0,641,11,10.0,10.0,5193591,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,641"
A14F245015,2313731,0.4095014,25,0,10,1.290909,5,5,0,641,11,13.0,13.0,2313731,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,641"
A14F245292,7614853,0.10429945,25,1,9,0.0,5,5,0,641,11,9.0,9.0,7614853,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,641"
A10F060804,4467906,0.17126401,25,0,12,-0.20886075,9,5,0,"0,6406",11,17.0,17.0,4467906,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6406"
A11F185220,8495130,0.15257186,25,5,4,0.14666666,8,5,0,"0,6406",11,10.0,10.0,8495130,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6406"
A14F245563,3777170,0.12881514,25,0,10,0.0,5,5,0,"0,6406",11,9.0,9.0,3777170,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6406"
A10F062193,3861040,0.2903183,25,0,9,-0.26666668,9,5,0,"0,64",11,10.0,10.0,3861040,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,64"
A12F097656,2701065,0.13530202,25,0,1,-0.12820514,7,7,0,"0,64",11,9.0,9.0,2701065,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,64"
A12F237760,7855400,0.12096951,25,0,5,-0.16494845,7,6,0,"0,64",11,10.0,10.0,7855400,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,64"
A15F212634,4465385,0.18475217,25,0,11,-0.13265306,4,4,0,"0,64",11,10.0,10.0,4465385,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,64"
A12F098833,2583399,0.37134284,25,0,8,-0.19117647,7,7,0,"0,6396",11,10.0,10.0,2583399,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6396"
A12F367439,9067388,0.10111715,25,0,5,-0.10843374,7,6,0,"0,6396",11,9.0,9.0,9067388,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6396"
A12F370531,9083995,0.27219063,25,0,8,0.0875,7,6,0,"0,6396",11,14.0,14.0,9083995,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6396"
A14F239160,6557589,0.093126886,25,0,4,0.067961164,5,5,0,"0,6396",11,13.0,13.0,6557589,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6396"
A14F245221,7614810,0.35621256,25,0,15,0.028571429,5,5,0,"0,6396",11,9.0,9.0,7614810,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6396"
A14F244242,9939563,0.15615182,25,0,8,-0.15966387,5,5,0,"0,6396",11,14.0,14.0,9939563,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6396"
A14F245492,4464419,0.15689737,25,0,12,0.06849315,5,5,0,"0,6396",11,10.0,10.0,4464419,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6396"
A14F288456,5191211,0.19560815,25,0,11,-0.30656934,5,5,0,"0,6396",11,13.0,13.0,5191211,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6396"
A14F085469,9724338,0.7677691,25,0,10,1.2884616,5,5,0,639,11,18.0,18.0,9724338,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,639"
A14F245196,3860833,0.17494644,25,0,9,-0.24806201,5,5,0,639,11,15.0,15.0,3860833,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,639"
A14F245585,6563210,0.103214465,25,7,8,0.17142858,5,5,0,639,11,10.0,10.0,6563210,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,639"
A14F455234,9595503,0.14777507,25,0,10,-0.17557251,5,4,0,639,11,14.0,14.0,9595503,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,639"
A15F139555,9442618,0.14541338,25,0,12,0.1875,4,4,0,639,11,9.0,9.0,9442618,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,639"
A11N038716,7863543,0.12310874,25,0,5,-0.11486486,8,7,0,"0,6387",11,18.0,18.0,7863543,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6387"
A12F354332,7831862,0.11164988,25,0,5,-0.023809524,7,6,0,"0,6387",11,10.0,10.0,7831862,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6387"
A13F242103,5191327,0.10007208,25,0,8,125,6,5,0,"0,6387",11,17.0,17.0,5191327,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6387"
A14F287875,3861155,0.15559907,25,0,9,-0.13571429,5,5,0,"0,6387",11,17.0,17.0,3861155,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6387"
A14F245247,4465822,0.11807647,25,0,9,-0.10204082,5,5,0,"0,6387",11,17.0,17.0,4465822,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6387"
A14F245775,3860361,0.16193366,25,0,11,0.2173913,5,5,0,"0,6387",11,10.0,10.0,3860361,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6387"
A15F247772,8662037,0.2521185,25,1,12,0.6419753,4,4,0,"0,6387",11,15.0,15.0,8662037,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6387"
A11F292094,8494657,0.13299873,25,0,4,-0.14529915,8,7,0,638,11,13.0,13.0,8494657,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,638"
A12F238006,6554806,0.12096951,25,0,5,-0.14942528,7,6,0,638,11,10.0,10.0,6554806,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,638"
A12F369932,8998795,0.2755672,25,0,10,-0.4256757,7,6,0,638,11,13.0,13.0,8998795,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,638"
A13F239920,3201236,0.6417802,25,2,9,0.19496855,6,5,0,638,11,15.0,15.0,3201236,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,638"
A14F245287,7614829,0.12317444,25,0,9,-0.14705883,5,5,0,638,11,15.0,15.0,7614829,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,638"
A14F245633,3860248,0.4608027,25,0,10,-0.16455697,5,5,0,638,11,17.0,17.0,3860248,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,638"
A15F213292,3202267,0.7733006,25,0,9,1.1153846,4,4,0,638,11,18.0,18.0,3202267,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,638"
A10F159810,2125447,0.9973199,25,0,13,0.0,9,5,0,"0,6377",11,9.0,9.0,2125447,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6377"
A10F249139,7979495,0.14138266,25,0,5,-0.19745223,9,5,0,"0,6377",11,17.0,17.0,7979495,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6377"
A11N038669,7870833,0.45500687,25,3,5,2.8,8,7,0,"0,6377",11,9.0,9.0,7870833,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6377"
A14F245282,9809120,0.109300785,25,0,10,0.09677419,5,5,0,"0,6377",11,13.0,13.0,9809120,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6377"
A14F440690,7221169,0.13305147,25,0,11,-0.08695652,5,4,0,"0,6377",11,14.0,14.0,7221169,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6377"
A14F441288,7824696,0.12902889,25,0,11,-0.088607594,5,4,0,"0,6377",11,9.0,9.0,7824696,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6377"
A11F293652,2602997,0.10780512,25,0,1,0.026785715,8,7,0,637,11,15.0,15.0,2602997,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,637"
A12F098893,2701707,0.73648006,25,8,8,-0.3272727,7,7,0,637,11,9.0,9.0,2701707,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,637"
A13F146523,2329433,0.16820323,25,0,8,-0.033333335,6,6,0,637,11,17.0,17.0,2329433,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,637"
A13F240647,8594392,0.32654652,25,0,8,-0.1590909,6,5,0,637,11,9.0,9.0,8594392,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,637"
A14F440977,2845431,0.2811245,25,0,12,0.36082473,5,4,0,637,11,15.0,15.0,2845431,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,637"
A15F126739,2113651,1.5365728,25,13,12,0.0,4,4,0,637,11,9.0,9.0,2113651,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,637"
A15F213560,2307375,0.13311897,25,0,10,0.11578947,4,4,0,637,11,13.0,13.0,2307375,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,637"
A13F241901,8478325,0.22187318,25,0,10,0.17213115,6,5,0,"0,6367",11,17.0,17.0,8478325,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,VAGO,EM USO,1,1,#REF!,"0,6367"
A14F287665,6555896,0.24325907,25,0,9,-0.26190478,5,5,0,"0,6367",11,15.0,15.0,6555896,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6367"
A14F288043,7224575,0.19223134,25,6,8,0.1,5,5,0,"0,6367",11,13.0,13.0,7224575,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6367"
A14F398972,7228830,0.24748151,25,0,9,-0.259542,5,5,0,"0,6367",11,13.0,13.0,7228830,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6367"
A11F292669,7221509,0.5740365,25,2,6,2.5454545,8,7,0,636,11,9.0,9.0,7221509,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,636"
A11N038664,7870795,0.11522013,25,0,5,0.047169812,8,7,0,636,11,14.0,14.0,7870795,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,636"
A12F143616,7950535,0.08553252,25,0,5,-0.024691358,7,7,0,636,11,10.0,10.0,7950535,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,636"
A13F204893,7320523,0.12341221,25,1,1,-0.15454546,6,6,0,636,11,13.0,13.0,7320523,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,636"
A13F243147,4464206,0.18929695,25,0,9,-0.27710843,6,5,0,636,11,9.0,9.0,4464206,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,636"
A14F245059,3860043,0.22730514,25,0,9,-0.28125,5,5,0,636,11,10.0,10.0,3860043,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,636"
A14F245705,2437694,0.1833524,25,0,10,0.13636364,5,5,0,636,11,13.0,13.0,2437694,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,636"
A14F244907,8677476,0.2388096,25,0,9,0.018181818,5,5,0,636,11,14.0,14.0,8677476,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,636"
A05L145536,6555497,0.25684497,25,0,6,-0.50289017,14,11,0,"0,6357",11,13.0,13.0,6555497,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,6357"
A14F245090,5493650,0.29895148,25,7,8,-0.34313726,5,5,0,"0,6357",11,14.0,14.0,5493650,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6357"
A04S158080,8645124,0.12483498,25,3,4,0.06557377,15,9,0,"0,6353",11,15.0,15.0,8645124,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,6353"
A14F245068,4466314,0.19554412,25,0,10,-0.29166666,5,5,0,"0,6353",11,18.0,18.0,4466314,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,6353"
A14F288436,9810765,0.17241745,25,0,10,0.19672132,5,5,0,"0,6353",11,19.0,19.0,9810765,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6353"
A15F139557,9193243,0.14563107,25,0,10,0.12903225,4,4,0,"0,6353",11,9.0,9.0,9193243,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,6353"
A10F020329,8629200,1.0712807,25,7,3,11.333333,9,9,0,635,11,9.0,9.0,8629200,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,635"
A10F159884,4145941,0.121368855,25,1,8,-0.18584071,9,5,0,635,11,13.0,13.0,4145941,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,635"
A11F293379,4458826,0.15884486,25,0,4,-0.008928572,8,7,0,635,11,13.0,13.0,4458826,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,635"
A11N038668,7868022,0.1564334,25,0,5,-0.1392405,8,7,0,635,11,17.0,17.0,7868022,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,635"
A12F237324,6679994,0.27403218,25,0,10,-0.09756097,7,7,0,635,11,9.0,9.0,6679994,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,635"
