IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca,PROBA,EXISTE
A09F185177,56152272,0.33678514,13,0,6,0.03125,10,10,0,"0,6113",11,10.0,10.0,56152272,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6113",
A12F095710,56175957,0.28424305,13,0,1,-0.4113475,7,6,0,"0,6113",11,15.0,15.0,56175957,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6113",
A04L503207,57010722,0.20440511,13,0,6,-0.23157895,15,11,0,611,11,10.0,10.0,57010722,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,611",
A08F359467,56224745,0.13145924,13,0,3,-0.11643836,11,11,0,611,11,17.0,17.0,56224745,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,611",
A04S258019,56025386,0.099622145,13,0,6,0.114285715,15,8,0,"0,6104",11,19.0,19.0,56025386,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6104",
A08F244141,56455569,0.14547338,13,0,4,-0.26190478,11,11,0,"0,6104",11,9.0,9.0,56455569,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6104",
A11F219866,56450800,0.6616823,13,3,3,-0.65591395,8,7,0,"0,6104",11,9.0,9.0,56450800,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6104",
A11N235740,57043167,0.21079278,13,0,1,-0.21505377,8,7,0,"0,6104",11,10.0,10.0,57043167,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6104",
A01S008211,56085265,0.17435499,13,0,4,0.19178082,18,11,0,"0,61",11,10.0,10.0,56085265,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,61",
A03S148571,56036728,0.10142285,13,0,4,-0.13580246,16,11,0,"0,61",11,9.0,9.0,56036728,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,61",
A10F246886,56548699,0.20799607,13,0,6,-0.01369863,9,9,0,"0,61",11,10.0,10.0,56548699,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,ALTO,EM USO,1,1,"0,61",
A02L375067,56169329,0.612893,13,4,4,0.18181819,17,10,0,"0,6094",11,10.0,10.0,56169329,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6094",
A04L315923,56129491,0.2288422,13,0,4,-0.19791667,15,10,0,"0,6094",11,10.0,10.0,56129491,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6094",
A12F032663,56620420,0.120013714,13,0,5,0.0882353,7,6,0,609,11,9.0,9.0,56620420,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,609",
A99S523811,56226837,0.107095584,13,0,6,0.112068966,20,11,0,609,11,15.0,15.0,56226837,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,609",
A01S547501,56160828,0.14803891,13,0,5,0.18867925,18,9,0,"0,6084",11,14.0,14.0,56160828,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6084",
A07F216896,56128835,0.13665521,13,4,5,-0.05,12,9,0,"0,6084",11,13.0,13.0,56128835,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6084",
A08F402159,56471343,0.20519398,13,0,3,-0.051282052,11,11,0,"0,6084",11,10.0,10.0,56471343,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6084",
A09F031923,56172974,0.39997706,13,0,4,-0.027777778,10,7,0,"0,6084",11,9.0,9.0,56172974,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6084",
A99S504318,56053932,0.07208724,13,0,3,0.006849315,20,11,0,"0,6084",11,18.0,18.0,56053932,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6084",
A07S294802,56158122,0.102777675,13,0,1,-0.04385965,12,11,0,608,11,15.0,15.0,56158122,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,608",
A11F001969,56221789,0.11123608,13,0,2,0.08571429,8,6,0,608,11,9.0,9.0,56221789,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,608",
A11F238196,55953220,0.21912274,13,0,8,0.025974026,8,6,0,608,11,10.0,10.0,55953220,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,608",
A12F033463,56591071,0.2736421,13,0,5,-0.04054054,7,6,0,608,11,10.0,10.0,56591071,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,608",
A01S009139,56043813,0.09091216,13,0,4,0.10769231,18,11,0,"0,6074",11,9.0,9.0,56043813,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6074",
A03S410478,56216912,0.41847304,13,0,5,0.59016395,16,9,0,"0,6074",11,9.0,9.0,56216912,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6074",
A04S160779,56158882,0.20829047,13,0,5,-0.22689076,15,11,0,"0,6074",11,14.0,14.0,56158882,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6074",
A06F332256,56157908,0.48680505,13,1,4,-0.50549453,13,11,0,"0,6074",11,9.0,9.0,56157908,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6074",
A98L621293,56128703,0.138346,13,0,4,-0.20253165,21,10,0,607,11,9.0,9.0,56128703,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,607",
A03S515873,56173067,0.19713639,13,0,5,0.034965035,16,10,0,"0,6064",11,18.0,18.0,56173067,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6064",
A03S446846,56085400,0.12656136,13,0,3,-0.088495575,16,9,0,"0,6064",11,13.0,13.0,56085400,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6064",
A04S050718,56152361,0.19250114,13,0,6,0.08080808,15,8,0,"0,6064",11,13.0,13.0,56152361,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6064",
A08F350298,56197853,0.15790735,13,0,6,0.024096385,11,11,0,"0,6064",11,10.0,10.0,56197853,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6064",
A11F219368,56053673,0.4052641,13,0,3,-0.04477612,8,7,0,"0,6064",11,9.0,9.0,56053673,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6064",
A03S017348,56221037,0.12976055,13,0,5,-0.19166666,16,11,0,606,11,14.0,14.0,56221037,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,606",
A03S582835,55953441,0.20196685,13,0,8,0.32142857,16,8,0,606,11,13.0,13.0,55953441,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,606",
A06F346403,56217960,0.30849227,13,0,3,-0.22077923,13,11,0,606,11,10.0,10.0,56217960,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,606",
A08F354190,56115717,0.11548782,13,0,4,0.0,11,11,0,606,11,17.0,17.0,56115717,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,606",
A08F429242,56128622,0.08985165,13,0,6,0.0,11,8,0,606,11,13.0,13.0,56128622,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,606",
A08F466448,56479077,0.17562233,13,0,4,-0.01369863,11,11,0,606,11,9.0,9.0,56479077,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,606",
A10F161263,56539339,0.11123608,13,3,2,0.083333336,9,9,0,606,11,9.0,9.0,56539339,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,606",
A01S068217,56069332,0.14663845,13,0,5,-0.09195402,18,11,0,"0,6055",11,10.0,10.0,56069332,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6055",
A00N320634,56158343,0.109081395,13,0,5,-0.13445379,19,11,0,605,11,13.0,13.0,56158343,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,605",
A00S119944,56217129,0.17049643,13,0,3,-0.1882353,19,11,0,605,11,10.0,10.0,56217129,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,605",
A04L267458,56158114,0.1412201,13,0,3,0.11594203,15,7,0,605,11,10.0,10.0,56158114,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,605",
A04S260312,56035128,0.1331438,13,0,4,-0.11764706,15,8,0,605,11,9.0,9.0,56035128,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,605",
A02S751941,55967540,0.14864276,13,0,5,0.07692308,17,9,0,"0,6045",11,10.0,10.0,55967540,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6045",
A04L721993,56117060,0.13308662,13,0,1,0.05970149,15,11,0,604,11,9.0,9.0,56117060,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,604",
A99S516459,56199899,0.16040313,13,0,5,-0.1904762,20,11,0,604,11,10.0,10.0,56199899,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,604",
A00S596926,56221720,0.18218124,13,0,4,-0.18181819,19,11,0,"0,6035",11,14.0,14.0,56221720,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6035",
A00S122094,56223013,0.11237726,13,0,5,0.035714287,19,11,0,603,11,10.0,10.0,56223013,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,603",
A00S604242,56136315,0.16577247,13,0,3,0.04,19,11,0,603,11,13.0,13.0,56136315,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,603",
A01S689295,56271930,0.13379687,13,0,5,-0.15853658,18,9,0,603,11,9.0,9.0,56271930,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,603",
A03S516926,56221380,0.114484645,13,0,4,-0.09243698,16,9,0,603,11,15.0,15.0,56221380,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,603",
A04L546730,55953166,0.27794,13,0,16,-0.2987013,15,7,0,603,11,18.0,18.0,55953166,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,603",
A11F218454,56559054,0.6133549,13,0,6,-0.12195122,8,7,0,603,11,10.0,10.0,56559054,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,603",
A01N661473,56224818,0.13132739,13,0,6,0.089108914,18,11,0,"0,6025",11,13.0,13.0,56224818,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6025",
A03S554652,56052910,0.13481474,13,0,10,0.08181818,16,8,0,"0,6025",11,14.0,14.0,56052910,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6025",
A08F354267,56198655,0.18893877,13,0,3,0.06557377,11,11,0,"0,6025",11,9.0,9.0,56198655,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6025",
A04S051108,56212992,0.26808298,13,0,4,-0.04109589,15,8,0,"0,6016",11,10.0,10.0,56212992,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6016",
A04S220214,55953182,0.24028228,13,0,4,-0.045045044,15,8,0,"0,6016",11,14.0,14.0,55953182,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6016",
A03S314765,56134479,0.67738456,13,2,6,5.076923,16,8,0,601,11,9.0,9.0,56134479,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,601",
A04L457684,55961959,0.12332042,13,0,8,0.10958904,15,7,0,601,11,10.0,10.0,55961959,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,601",
A12F095804,56612966,0.18428631,13,0,1,-0.27131784,7,6,0,601,11,15.0,15.0,56612966,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,601",
A04L200599,56171188,0.3384168,13,0,6,-0.28915662,15,11,0,"0,6006",11,10.0,10.0,56171188,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,6006",
A07F346109,56116144,0.09973697,13,0,3,0.16666667,12,7,0,"0,6006",11,15.0,15.0,56116144,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6006",
A09F044044,56287186,0.43015432,13,0,4,-0.23232323,10,10,0,"0,6006",11,10.0,10.0,56287186,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6006",
A00S628344,56221827,0.73368204,13,0,5,0.9396552,19,11,0,"0,6",11,18.0,18.0,56221827,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6",
A02S129790,56288964,0.16156572,13,0,4,0.030303031,17,8,0,"0,6",11,13.0,13.0,56288964,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6",
A03S020083,56112572,0.18851084,13,0,6,-0.21100917,16,11,0,"0,6",11,13.0,13.0,56112572,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,6",
A08F352419,56226268,0.13193658,13,2,8,-0.023255814,11,11,0,"0,6",11,10.0,10.0,56226268,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,6",
A12F346321,56128665,0.35117203,13,0,5,-0.278481,7,7,0,"0,5996",11,13.0,13.0,56128665,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5996",
A99S509361,56053347,0.15044515,13,0,1,-0.028169014,20,11,0,"0,5996",11,9.0,9.0,56053347,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5996",
A00N424549,57040389,0.16415934,13,0,5,0.09259259,19,11,0,599,11,15.0,15.0,57040389,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,599",
A04S428617,55953212,0.1218486,13,0,12,-0.11111111,15,8,0,599,11,18.0,18.0,55953212,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,599",
A99L093213,56191634,0.2659278,13,0,8,-0.3164557,20,10,0,599,11,9.0,9.0,56191634,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,599",
A04S039234,56227353,0.44905022,13,0,3,-0.50980395,15,9,0,"0,5986",11,9.0,9.0,56227353,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5986",
A09F215321,56509260,0.085277215,13,0,4,0.019417476,10,10,0,"0,5986",11,13.0,13.0,56509260,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5986",
A12F140717,56613733,0.30579546,13,0,5,-0.31578946,7,6,0,"0,5986",11,9.0,9.0,56613733,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5986",
A03S316387,56190549,0.100949466,13,0,2,0.014925373,16,9,0,598,11,9.0,9.0,56190549,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,598",
A06F380254,56199058,0.16913068,13,0,5,-0.013888889,13,6,0,598,11,10.0,10.0,56199058,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,598",
A04S042086,55953867,0.26140645,13,0,5,-0.18072289,15,8,0,"0,5977",11,9.0,9.0,55953867,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5977",
A12F033874,56620519,0.11458981,13,0,6,-0.010204081,7,6,0,"0,5977",11,13.0,13.0,56620519,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5977",
A04S355490,55953271,0.16293578,13,0,9,-0.23703703,15,7,0,597,11,14.0,14.0,55953271,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,597",
A12F180830,56360029,0.12304051,13,0,5,0.0375,7,6,0,597,11,10.0,10.0,56360029,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,597",
A00S628082,56224443,0.33680415,13,0,8,-0.14606741,19,11,0,596,11,10.0,10.0,56224443,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,596",
A05L143427,56084994,0.29888433,13,1,4,-0.2857143,14,11,0,596,11,10.0,10.0,56084994,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,596",
A08F350343,56058314,0.07935728,13,0,4,0.009615385,11,11,0,596,11,13.0,13.0,56058314,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,596",
A08F352631,55990037,0.08640601,13,0,2,0.060606062,11,11,0,"0,5957",11,9.0,9.0,55990037,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5957",
A01S545639,56160631,0.14586894,13,0,2,-0.22352941,18,11,0,"0,5947",11,9.0,9.0,56160631,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5947",
A04S121120,56346107,0.43592173,13,0,1,-0.52,15,8,0,"0,5947",11,9.0,9.0,56346107,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5947",
A02S406452,56359454,0.22389625,13,0,6,-0.02877698,17,9,0,"0,5933",11,18.0,18.0,56359454,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5933",
A03S017488,56197772,0.17377174,13,0,4,-0.18681319,16,8,0,"0,5933",11,10.0,10.0,56197772,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5933",
A03S147383,55996582,1.1489125,13,7,3,-1.0,16,11,0,593,11,10.0,10.0,55996582,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,593",
A01S597215,56198353,0.19193105,13,0,3,-0.13157895,18,11,0,"0,5923",11,9.0,9.0,56198353,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5923",
A02S131714,56052987,0.092132896,13,0,9,0.0,17,11,0,"0,5923",11,14.0,14.0,56052987,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5923",
A08F350282,56158785,0.18383873,13,0,1,-0.16470589,11,11,0,"0,5913",11,18.0,18.0,56158785,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5913",
A01N661190,56116918,0.24337186,13,0,6,-0.38541666,18,11,0,591,11,9.0,9.0,56116918,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,591",
A00S633637,56226225,0.25933266,13,0,4,-0.17777778,19,11,0,"0,5903",11,9.0,9.0,56226225,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5903",
A03S213065,56170971,0.11811144,13,0,3,0.06849315,16,8,0,"0,5903",11,10.0,10.0,56170971,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5903",
A07S313381,56279710,0.07550893,13,0,2,0.044247787,12,8,0,"0,5903",11,15.0,15.0,56279710,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5903",
A99S525478,56053754,0.11608511,13,0,1,0.13265306,20,11,0,"0,59",11,13.0,13.0,56053754,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,59",
A03S516217,56053541,0.08162138,13,0,4,0.008474576,16,9,0,589,11,15.0,15.0,56053541,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,589",
A04S261418,55953778,1.0158287,13,3,8,-0.93793106,15,8,0,"0,5884",11,10.0,10.0,55953778,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,5884",
A04S320104,56225539,0.14687864,13,0,4,0.0,15,8,0,"0,5884",11,9.0,9.0,56225539,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,5884",
A12F033917,56224524,0.501539,13,0,3,-0.25316456,7,6,0,588,11,10.0,10.0,56224524,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,588",
A00N424720,56170637,0.21559587,13,0,4,0.17391305,19,11,0,"0,5874",11,10.0,10.0,56170637,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5874",
A03S583388,56170831,0.11614116,13,0,3,-0.05,16,8,0,"0,5874",11,10.0,10.0,56170831,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5874",
A12F094491,56172893,0.74809146,13,0,2,-0.37634408,7,6,0,"0,5874",11,9.0,9.0,56172893,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5874",
A98L621428,55953786,0.27901718,13,0,6,-0.35384616,21,10,0,"0,5874",11,14.0,14.0,55953786,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5874",
A00S617411,56197837,0.13010412,13,1,5,0.05479452,19,11,0,587,11,10.0,10.0,56197837,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,587",
A00S188978,56227230,0.16679291,13,0,6,0.0,19,11,0,"0,5854",11,14.0,14.0,56227230,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5854",
A99S507135,56166869,0.2601977,13,0,6,-0.21052632,20,11,0,"0,5854",11,9.0,9.0,56166869,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,5854",
A00S119702,56180330,0.25206217,13,0,4,-0.20338982,19,11,0,585,11,13.0,13.0,56180330,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,585",
A01S684533,56271867,0.070049495,13,0,4,-0.056074765,18,9,0,585,11,13.0,13.0,56271867,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,585",
A03S317411,56063890,0.20368652,13,0,3,-0.01369863,16,9,0,585,11,20.0,20.0,56063890,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,585",
A11F035567,56158726,0.11919178,13,0,4,0.028169014,8,6,0,"0,5845",11,9.0,9.0,56158726,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5845",
A02S687747,56276508,0.434106,13,1,4,0.2027027,17,9,0,"0,5825",11,10.0,10.0,56276508,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5825",
A04L271848,56354460,0.17398708,13,0,5,0.028571429,15,7,0,581,11,9.0,9.0,56354460,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,581",
A04L198417,56190794,0.16362557,13,3,4,-0.2195122,15,7,0,"0,5806",11,10.0,10.0,56190794,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5806",
A05L146559,56051760,0.34462932,13,0,8,-0.4609929,14,7,0,"0,5806",11,13.0,13.0,56051760,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5806",
A01S004871,56197950,0.18119995,13,1,6,-0.07586207,18,9,0,"0,5796",11,17.0,17.0,56197950,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5796",
A02S405633,57039186,0.3767889,13,0,1,-0.24050634,17,11,0,579,11,10.0,10.0,57039186,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,579",
A05L146649,56116837,0.087616175,13,5,6,0.106796116,14,6,0,579,11,13.0,13.0,56116837,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,579",
A08F222341,56085184,0.06783018,13,0,8,0.06410257,11,8,0,579,11,10.0,10.0,56085184,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,MEDIO,EM USO,1,1,"0,579",
A02S132679,56173202,0.11548782,13,1,4,-0.07042254,17,11,0,"0,5786",11,9.0,9.0,56173202,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,REGULAR,EM USO,1,1,"0,5786",
A02S687843,56158955,0.22027537,13,0,6,-0.20192307,17,9,0,578,11,13.0,13.0,56158955,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,578",
A98L572347,56115580,0.08414859,13,1,6,-0.0952381,21,11,0,577,11,15.0,15.0,56115580,13,CAUCAIA,CAUCAIA,CAUCAIA,UN-MTN,BASICO,EM USO,1,1,"0,577",
